,yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR
16076,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,28,329839083.52,3395.137237
16083,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,7,164781710.0,3716.05228
16084,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,21,225959360.35,2926.133693
16085,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,31,165997005.82,2552.355707
16087,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,10,158760586.5,1056.330359
16088,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,18,852375820.9,470.372427
16147,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,بنبان,قطعة أرض-تجارى,9,48027480.0,490.896129
16148,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,بنبان,قطعة أرض-تجارى,9,18820880.0,476.444968
16150,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,بنبان,قطعة أرض-تجارى,14,253042430.85,86.900275
16217,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الروابي,قطعة أرض-تجارى,7,17375000.0,4013.605442
16274,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,السلام,قطعة أرض-تجارى,7,13660000.0,2836.155186
16277,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,السلام,قطعة أرض-تجارى,6,17607382.0,3760.067315
16351,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,19,33940652.38,1879.782608
16525,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,13,42707282.0,593.67816
16526,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,6,1035000.0,192.316982
16528,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المدينة الصناعية الجديدة,قطعة أرض-تجارى,6,227324218.94,975.835562
16532,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,21,215592464.5,2417.786398
16533,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,11,37352220.0,1613.872294
16534,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,15,109867100.0,604.865548
16535,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,16,36098029.0,1592.328687
16557,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,27,55303526.0,1762.318658
16558,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,21,40469102.0,1334.184184
16559,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,20,63044262.05,1284.359921
16560,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,18,139424900.0,974.902525
16561,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,14,61438000.0,1585.621929
16562,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,15,26807000.0,876.364186
16563,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,17,156007717.41,2243.712505
16663,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,11,34702425.0,2390.466493
16666,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,11,17337823.0,1107.185049
16667,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,41,17587494.62,168.191056
16668,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,10,16026979.71,1847.909278
16669,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,9,26281818.0,3333.333333
16671,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,9,28466075.24,3351.135908
16672,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,6,6995000.0,1541.623843
16673,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,9,21548168.0,2696.581196
16674,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,6,619636422.0,4098.822749
16675,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,19,87322195.99,2404.343579
16676,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,النسيم الشرقي,قطعة أرض-تجارى,25,83053366.59,2007.591968
16799,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,6,14831999.97,2404.002492
16800,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,16,36724849.38,3044.860038
16805,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,19,33060244.0,1150.083947
16822,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,7,16910337.5,1319.713065
16828,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,11,22867101.5,634.878756
16829,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,32,106516225.75,203.719608
16830,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,16,25869438.0,1213.921391
16831,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,35,52336159.97,904.139466
16873,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-تجارى,10,17528802.7,1345.455749
16880,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,10,580168212.0,1715.070053
16881,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,7,7063320.0,925.0
16882,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,14,30643638.0,1196.471446
16905,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,7,39454414.0,4958.123953
16906,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,7,454165516.16,4071.526239
16907,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,8,60404333.0,3697.204435
16908,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,13,517479878.0,4263.081162
16909,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,53,81746532.0,2504.966859
16911,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,39,66397500.0,2341.759446
16912,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,78,142247937.0,2046.382156
16913,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,49,30000000.0,693.930476
16914,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,37,18666005.0,741.978482
16915,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,68,49102000.0,787.228541
16916,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,36,26417602.11,1084.228866
16917,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,41,23593500.0,909.116291
16918,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,66,49426000.0,871.346748
16919,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,44,19354500.0,618.117478
16920,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,89,30185248.0,427.706737
16921,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,36,9509700.0,322.693238
16922,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,26,853988084.12,195.745856
16923,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,7,19448000.0,1445.386722
16924,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,77,96236539.9,1996.167617
16925,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,43,70522625.0,2409.112303
16926,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,52,61154209.0,1895.956325
16927,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,70,68068372.5,1471.546348
16955,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,45,24423500.0,712.264731
16998,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,21,67893182.84,1772.103699
16999,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,20,54991040.5,1057.430907
17000,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,73,71401046.0,1585.741259
17001,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,47,27592500.0,1157.170147
17002,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,49,35760873.93,1135.71198
17003,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,61,46209388.0,1000.055997
17010,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,16,14980000.0,1075.989114
17011,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,10,15239993.85,1374.284772
17012,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,8,5698000.0,656.408753
17013,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,10,14944320.0,1689.631308
17014,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,10,8082000.0,233.505662
17015,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,34,127379530.0,1643.267713
17016,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,6,48190689.16,4195.589501
17019,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,7,47181317.0,3091.996742
17020,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,6,27094720.0,5897.041591
17021,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,7,36946375.0,1676.16059
17022,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,7,39452500.0,4653.381642
17024,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,21,18512515.0,727.620254
17025,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,7,5548882.03,385.267375
17032,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,20,29311000.0,1648.810269
17033,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,19,21897500.0,1235.296606
17034,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,17,14199340.0,948.686609
17035,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,10,58657670.53,2336.551807
17037,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,6,33616000.0,3098.181818
17072,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,,قطعة أرض-تجارى,7,26221778.0,675.59116
17081,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المعيزيلة,قطعة أرض-تجارى,6,21020600.0,2529.523786
17083,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الملك عبدالله,قطعة أرض-تجارى,7,20550877.5,3396.262175
17091,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,13,440342329.32,1815.071552
17092,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المعيزيلة,قطعة أرض-تجارى,7,24538000.0,2538.211382
17301,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الربيع,قطعة أرض-تجارى,6,57478000.0,5263.050847
17427,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,النسيم الغربي,قطعة أرض-تجارى,17,63189783.71,2016.549055
17745,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الربوة,قطعة أرض-تجارى,7,51255336.05,3237.221979
17808,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,12,14630000.0,2069.656798
17809,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,34,44701859.69,2552.962189
17810,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,26,27552364.65,2228.965517
17896,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,16,525043296.0,512.040217
17897,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,16,82398750.0,211.027098
17902,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الغنامية,قطعة أرض-تجارى,7,9429422.5,490.673799
17935,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,48,169962036.0,555.853129
17936,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,105,399444731.63,500.0
17937,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,38,86590321.0,3338.484292
17939,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,26,118080996.5,1549.795191
17940,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,8,29007459.54,973.745808
17943,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,14,32457595.0,774.417225
17944,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,56,386682111.06,681.375688
17983,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,29,130484188.74,857.155667
17984,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,71,206012296.0,405.256352
17985,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,13,27800480.0,1500.937948
17986,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,27,44311561.2,3175.588509
18014,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,العريجاء الغربي,قطعة أرض-تجارى,6,3836315.0,1585.196875
18018,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,النزهة,قطعة أرض-تجارى,6,53508500.0,4103.479993
18046,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,7,71787203.0,1200.0
18092,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الملك فهد,قطعة أرض-تجارى,6,126029853.5,9559.907834
18126,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,18,182411836.71,4055.405202
18127,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,15,86576102.5,2020.806005
18128,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,15,403171109.0,5321.995157
18129,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,14,97869094.3,4241.744646
18130,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,42,2113926298.55,2826.842869
18131,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,17,139888256.0,2525.493694
18173,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,6,13898740.0,2774.539012
18204,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,السليمانية,قطعة أرض-تجارى,6,38700000.0,4666.953158
18207,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الشهداء,قطعة أرض-تجارى,6,10115829.0,2023.886666
18272,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,9,35607175.0,4385.466666
18273,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,15,56479705.76,4297.158905
18274,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,28,125633068.5,3889.557534
18281,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,8,23100666.0,3057.349031
18282,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,21,85943100.0,4206.20873
18283,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,7,6549902.0,1034.772889
18284,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,19,134821003.33,3166.285496
18325,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,السلي,قطعة أرض-تجارى,29,156043298.97,1383.106432
18344,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,18,29407795.0,1735.776507
18345,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,16,25351320.0,1082.227657
18365,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,24,28276967.0,1242.750338
18366,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,8,29178996.0,2412.116657
18367,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,25,61434037.9,1099.465088
18373,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,11,73684228.0,2114.569692
18389,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,العلا,قطعة أرض-تجارى,9,6880000.0,494.871794
18390,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,العلا,قطعة أرض-تجارى,11,6934000.0,662.112932
18391,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,9,321933129.78,8479.350509
18411,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,10,761864528.0,4726.846417
18412,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,23,421554511.0,7137.987538
18413,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,23,355297116.5,4300.153391
18414,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,45,174510452.0,1864.539399
18438,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,31,441918477.0,1095.597818
18440,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,13,17742757.42,1529.036948
18445,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,13,132400544.84,3807.725722
18446,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,21,266477368.99,3673.650021
18447,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,27,1198062589.3,3242.671981
18448,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,18,117735600.0,3140.945842
18453,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,57,17844867.0,745.615561
18454,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,8,15062151.25,1397.529886
18455,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,11,28341786.0,1800.0
18456,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,8,17869647.55,1057.887213
18459,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,13,22865977.5,1436.841706
18477,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,7,9199156.0,1680.494957
18478,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,35,61173114.5,1771.711436
18530,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,بنبان,قطعة أرض-تجارى,7,34159949.0,540.350877
18596,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,السلام,قطعة أرض-تجارى,8,13305715.0,2814.285937
18602,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المروة,قطعة أرض-تجارى,8,15480500.0,1529.602502
18678,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,36,44945190.0,1222.947109
18679,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,41,54514552.91,1416.568831
18680,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,25,36003200.0,1119.046153
18681,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,26,27442972.59,1004.696306
18978,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,المدينة الصناعية الجديدة,قطعة أرض-تجارى,10,97803532.0,594.129231
18980,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,9,39459770.0,731.529112
18984,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,المعذر,قطعة أرض-تجارى,6,98071678.26,8270.444715
19020,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المدينة الصناعية الجديدة,قطعة أرض-تجارى,17,163248585.0,768.818468
19022,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,7,66703710.0,4208.869179
19023,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,16,124346265.0,3584.497491
19024,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,43,383931127.0,2886.389258
19025,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,52,290325884.0,2248.884806
19058,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,32,163726367.93,4157.948418
19059,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,,قطعة أرض-تجارى,8,179582833.0,4197.361529
19090,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,جرير,قطعة أرض-تجارى,7,54434500.0,2863.136508
19281,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,7,10968047.2,1932.116975
19283,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,10,36290068.5,2763.98698
19308,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,63,239908981.0,1062.99667
19309,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,46,41285504.98,587.540109
19310,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,104,88573717.56,467.319976
19311,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,32,17140000.0,345.096272
19372,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-تجارى,14,30795000.0,2233.922829
19373,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-تجارى,6,12150000.0,2226.3203
19374,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-تجارى,6,13344000.0,912.708913
19378,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,8,33415250.0,4820.528545
19382,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,69,38362249.99,694.865607
19383,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,38,22804375.0,808.812932
19384,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,52,31276500.0,717.767988
19385,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,55,22667315.0,466.045694
19406,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,12,236900000.0,11009.852216
19447,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الملك عبدالله,قطعة أرض-تجارى,8,100350340.0,2519.27447
19453,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المعيزيلة,قطعة أرض-تجارى,9,47401626.0,2259.143664
19487,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الوادي,قطعة أرض-تجارى,6,81204368.19,6896.476964
19604,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,9,24421666.64,4357.010909
19666,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,14,90727315.67,2758.102184
19667,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,6,30482000.0,3952.475247
19668,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,14,88709460.0,4232.149357
19669,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,16,304029800.0,4757.298738
19902,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,العريجاء الأوسط,قطعة أرض-تجارى,6,6866000.0,1950.833333
19989,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الربوة,قطعة أرض-تجارى,6,57232098.0,3672.567507
