,yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR,location
315,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الصحافة,فيلا,10,21548698.0,5412.42249,شمال الرياض
316,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الصحافة,فيلا,5,10635000.0,,شمال الرياض
344,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الناصرية,فيلا,1,550000.0,,غرب الرياض
345,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الناصرية,فيلا,3,2440000.0,,غرب الرياض
346,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,النظيم,فيلا,19,21092685.73,3120.425327,شرق الرياض
347,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,النظيم,فيلا,33,41755468.77,3352.432968,شرق الرياض
348,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,النظيم,فيلا,58,68322125.56,3223.519873,شرق الرياض
349,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,غبيرا,عمارة,1,500000.0,,وسط الرياض
350,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المصانع,فيلا,2,5107000.0,,جنوب الرياض
351,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الناصرية,فيلا,1,1195805.91,,غرب الرياض
352,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,حطين,فيلا,25,164238285.0,11956.412579,شمال الرياض
353,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,النظيم,عمارة,5,520000.0,,شرق الرياض
354,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,النظيم,عمارة,1,800000.0,,شرق الرياض
355,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الأندلس,فيلا,15,27052168.0,5930.843163,شرق الرياض
356,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,العليا,فيلا,6,116410707.0,9783.49459,شمال الرياض
357,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,ظهرة لبن,فيلا,103,120910626.72,3885.356862,غرب الرياض
358,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,ظهرة لبن,فيلا,113,121385579.74,3434.610346,غرب الرياض
359,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,ظهرة لبن,فيلا,128,128063505.65,3373.622989,غرب الرياض
360,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,ظهرة لبن,فيلا,119,171378651.47,3762.058624,غرب الرياض
361,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,ظهرة لبن,فيلا,142,152117994.29,3101.938903,غرب الرياض
362,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,ظهرة لبن,فيلا,97,112538525.19,3876.196772,غرب الرياض
363,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,ظهرة لبن,فيلا,155,184485861.23,3538.627484,غرب الرياض
364,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,ظهرة لبن,فيلا,164,180537346.11,3321.383937,غرب الرياض
365,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,ظهرة لبن,فيلا,92,134851715.1,4163.946058,غرب الرياض
366,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,عرقة,فيلا,19,74918345.0,8425.498004,غرب الرياض
387,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,عرقة,فيلا,13,37878350.0,6822.086239,غرب الرياض
388,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الصحافة,فيلا,14,36629900.0,5425.603168,شمال الرياض
389,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الصحافة,فيلا,7,154707229.12,5621.772678,شمال الرياض
390,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,العليا,فيلا,5,9563981.67,,شمال الرياض
399,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,العليا,فيلا,6,12243104.0,4574.696211,شمال الرياض
400,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,ظهرة لبن,شقة,110,66238299.1,3889.862017,غرب الرياض
401,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,ظهرة لبن,شقة,175,96301377.48,3476.920022,غرب الرياض
402,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,ظهرة لبن,شقة,114,51476411.1,2853.490119,غرب الرياض
403,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,ظهرة لبن,شقة,123,51283831.09,2469.492035,غرب الرياض
404,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الصحافة,فيلا,14,33006838.08,5993.580798,شمال الرياض
412,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,النظيم,شقة,1,300000.0,,شرق الرياض
413,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الناصرية,فيلا,2,1340000.0,,غرب الرياض
414,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,النظيم,فيلا,65,67451650.09,2425.187707,شرق الرياض
415,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,النظيم,فيلا,17,20805955.0,2840.530494,شرق الرياض
416,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,النظيم,فيلا,63,67485661.59,2060.641107,شرق الرياض
417,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,النظيم,فيلا,62,84544786.35,3064.388549,شرق الرياض
418,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,النظيم,فيلا,58,55605126.9,2027.452747,شرق الرياض
419,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,النظيم,فيلا,86,99419623.3,2801.476987,شرق الرياض
420,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,النظيم,فيلا,44,43996030.0,2208.210978,شرق الرياض
421,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,النظيم,فيلا,130,133568805.86,2274.349976,شرق الرياض
422,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,ظهرة لبن,فيلا,54,76962035.73,4325.112485,غرب الرياض
423,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,ظهرة لبن,فيلا,175,238827344.81,3780.738492,غرب الرياض
424,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,ظهرة لبن,فيلا,96,140901150.14,4341.815804,غرب الرياض
425,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,ظهرة لبن,فيلا,194,184977968.78,3156.93897,غرب الرياض
426,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,ظهرة لبن,فيلا,92,117273430.71,3845.085013,غرب الرياض
427,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,المصانع,قطعة أرض- زراعي,1,4037216.5,,جنوب الرياض
428,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الصحافة,فيلا,22,161809217.24,6515.255785,شمال الرياض
429,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الصحافة,فيلا,14,34124218.71,5718.264274,شمال الرياض
430,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الصحافة,فيلا,16,37206521.15,5089.590586,شمال الرياض
431,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الصحافة,فيلا,16,32951607.95,5271.265184,شمال الرياض
432,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,حطين,فيلا,17,100930092.0,12402.931885,شمال الرياض
433,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,حطين,فيلا,22,131712670.99,9408.914324,شمال الرياض
455,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,العليا,فيلا,21,88657414.0,8337.5941,شمال الرياض
456,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,العليا,فيلا,15,44565487.4,5065.746749,شمال الرياض
457,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,العليا,فيلا,9,19865450.0,5669.619477,شمال الرياض
458,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,العليا,فيلا,7,14742661.63,5108.226745,شمال الرياض
459,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,حطين,فيلا,64,234045292.4,7395.673872,شمال الرياض
460,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,حطين,فيلا,25,199956000.0,12139.551973,شمال الرياض
461,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,حطين,فيلا,13,56940415.0,6362.447598,شمال الرياض
462,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,حطين,فيلا,19,106754500.0,10552.99219,شمال الرياض
463,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,حطين,فيلا,15,36057692.25,6184.925503,شمال الرياض
464,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,حطين,فيلا,30,147335150.0,7967.036881,شمال الرياض
465,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,حطين,فيلا,15,85687500.0,6987.431756,شمال الرياض
466,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,حطين,فيلا,25,159544000.0,6875.80377,شمال الرياض
467,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,النظيم,فيلا,55,67202688.48,3414.928422,شرق الرياض
468,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,النظيم,فيلا,69,80582548.01,2596.265707,شرق الرياض
469,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,النظيم,فيلا,75,74816153.28,2232.003225,شرق الرياض
470,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,النظيم,فيلا,54,54818229.0,2142.053508,شرق الرياض
485,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المصانع,فيلا,6,11520000.0,2193.75,جنوب الرياض
486,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,المصانع,فيلا,1,200000.0,,جنوب الرياض
487,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,المصانع,فيلا,2,4117566.0,,جنوب الرياض
488,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الأندلس,قطعة أرض-تجارى,3,8773100.0,,شرق الرياض
489,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الأندلس,قطعة أرض-تجارى,3,24705430.0,,شرق الرياض
490,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الأندلس,قطعة أرض-تجارى,3,47366640.0,,شرق الرياض
491,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الأندلس,قطعة أرض-تجارى,2,4000000.0,,شرق الرياض
492,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,العليا,فيلا,6,12898435.0,5024.246752,شمال الرياض
493,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,العليا,فيلا,1,991000.0,,شمال الرياض
494,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,العليا,فيلا,14,58715420.0,5227.321466,شمال الرياض
495,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,العليا,فيلا,8,41267040.0,5176.143386,شمال الرياض
496,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,حطين,شقة,80,48312767.85,4518.764168,شمال الرياض
497,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,حطين,شقة,41,29253688.0,4533.666393,شمال الرياض
498,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,حطين,شقة,80,58700263.0,4093.790381,شمال الرياض
499,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,حطين,شقة,3,1832636.0,,شمال الرياض
500,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,ظهرة لبن,شقة,162,82113606.4,3371.746872,غرب الرياض
501,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,ظهرة لبن,شقة,79,32711383.7,2701.204235,غرب الرياض
502,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,ظهرة لبن,شقة,76,30303225.61,2477.698172,غرب الرياض
