,yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR
12584,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,أحد,قطعة أرض-سكنى,21,8122079.0,734.871099
12585,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,,قطعة أرض-سكنى,3,6740720.0,
12586,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,,قطعة أرض-سكنى,2,44507542.0,
12587,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,300000.0,
12588,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,640000.0,
12593,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,المصفاة,قطعة أرض-سكنى,43,13225248.0,310.79927
12594,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,المصفاة,قطعة أرض-سكنى,16,7845688.0,220.190705
12595,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,المصفاة,قطعة أرض-سكنى,32,15238179.97,211.426515
12596,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,المصفاة,قطعة أرض-سكنى,59,22113265.4,345.192632
12597,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,4,9096000.0,
12598,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,4,2413296.0,
12599,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,1,1300000.0,
12600,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,1,200000.0,
12601,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,أحد,قطعة أرض-سكنى,23,11268294.69,1011.525109
12602,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,أحد,قطعة أرض-سكنى,13,4542483.68,434.457816
12603,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,أحد,قطعة أرض-سكنى,10,4409534.0,672.897403
12604,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,أحد,قطعة أرض-سكنى,28,14099332.0,903.480839
12605,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,أحد,قطعة أرض-سكنى,6,3042975.31,1100.246914
12639,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,4,2807500.0,
12640,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,1,3500000.0,
12641,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,4,1400000.0,
12642,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,1,825000.0,
12643,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,2,840000.0,
12644,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,5,3319200.0,
12645,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,3,38491000.0,
12646,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,4,900000.0,
12647,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,2,4200000.0,
12648,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,8,20913399.05,867.058533
12649,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المشاعل,قطعة أرض-سكنى,3,3825000.0,
12651,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,أحد,قطعة أرض-سكنى,21,8003126.0,574.537743
12669,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,أحد,قطعة أرض-سكنى,9,4167000.0,1027.368421
12670,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,أحد,قطعة أرض-سكنى,35,15148860.0,665.673623
12671,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,أحد,قطعة أرض-سكنى,47,19197167.0,627.817803
12672,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,أحد,قطعة أرض-سكنى,24,7167500.0,467.059566
12673,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الفرسان,قطعة أرض-سكنى,11,3615000.0,345.484814
12678,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,بدر,قطعة أرض-سكنى,71,362406016.0,899.253755
12679,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,بدر,قطعة أرض-سكنى,286,671884825.73,692.384744
12680,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,بدر,قطعة أرض-سكنى,86,58094613.42,667.782952
12681,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,بدر,قطعة أرض-سكنى,56,28091912.71,692.781682
12682,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,,قطعة أرض-سكنى,13,11975950.0,1348.396648
12683,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,,قطعة أرض-سكنى,6,4258703.39,1600.0
12688,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,,قطعة أرض-سكنى,14,7989000.0,1358.631558
12689,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,,قطعة أرض-سكنى,15,9220549.0,976.049868
12796,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-سكنى,12,6418554.0,938.957438
12797,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-سكنى,19,14750000.0,1503.673094
12798,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-سكنى,34,18951065.0,745.661157
12799,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-سكنى,17,20552729.4,2228.797968
12819,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,البرية,قطعة أرض-سكنى,1,90000.0,
12820,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,البرية,قطعة أرض-سكنى,16,17933296.25,507.415296
12821,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,البرية,قطعة أرض-سكنى,12,2291600.0,260.71143
12822,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الصالحية,قطعة أرض-سكنى,2,218000.0,
12824,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-سكنى,11,8543892.94,1420.914657
12825,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-سكنى,14,11294679.33,1543.439091
12830,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,البرية,قطعة أرض-سكنى,16,2635810.5,243.840472
12831,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,البرية,قطعة أرض-سكنى,14,36067228.0,228.260869
12832,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,230000.0,
12833,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,البرية,قطعة أرض-سكنى,9,2745000.0,573.813249
12834,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,البرية,قطعة أرض-سكنى,8,2850000.0,571.428571
12835,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,البرية,قطعة أرض-سكنى,12,3512750.0,532.659713
12836,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,البرية,قطعة أرض-سكنى,31,7293500.0,339.930855
12837,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,280000.0,
12842,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,السعادة,قطعة أرض-سكنى,45,34855203.0,2195.701444
12843,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,السعادة,قطعة أرض-سكنى,12,9681748.34,2363.094354
12844,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,السعادة,قطعة أرض-سكنى,12,9145365.08,2075.409836
12845,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الصالحية,قطعة أرض-سكنى,2,45001.0,
12846,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الصالحية,قطعة أرض-سكنى,2,306000.0,
12847,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الصالحية,قطعة أرض-سكنى,4,16643991.89,
12848,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,300000.0,
12853,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-سكنى,17,10475000.0,627.781309
12854,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-سكنى,26,14800000.0,980.823363
12855,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-سكنى,10,12050000.0,1813.979289
12856,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-سكنى,26,18501492.61,1285.207069
12857,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-سكنى,19,23386079.04,1691.816241
12869,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الرسالة,قطعة أرض-سكنى,22,17430000.0,376.526631
12872,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الرسالة,قطعة أرض-سكنى,1,35000.0,
13892,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,التعاون,قطعة أرض-سكنى,2,4777321.21,
13893,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,التعاون,قطعة أرض-سكنى,19,35715315.37,4863.76222
13894,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,التعاون,قطعة أرض-سكنى,8,11109000.0,3301.906233
13895,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,التعاون,قطعة أرض-سكنى,14,23631126.0,3471.726606
13896,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,التعاون,قطعة أرض-سكنى,12,21242000.0,2862.802213
13897,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الفلاح,قطعة أرض-سكنى,18,19472264.35,2842.811406
13898,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الفلاح,قطعة أرض-سكنى,5,10023686.0,
13899,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الفلاح,قطعة أرض-سكنى,20,39955171.6,3735.41964
13919,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,التعاون,قطعة أرض-سكنى,8,12420343.98,3166.341879
13920,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,التعاون,قطعة أرض-سكنى,18,26403367.26,3243.113237
13921,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,التعاون,قطعة أرض-سكنى,18,18483063.9,2284.229109
13922,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,التعاون,قطعة أرض-سكنى,12,9520957.69,2538.723715
13943,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,القيروان,قطعة أرض-سكنى,108,144167419.5,2783.90919
13944,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,القيروان,قطعة أرض-سكنى,9,13291274.0,4697.932909
13945,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,القيروان,قطعة أرض-سكنى,155,269730961.05,2250.585317
13946,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,القيروان,قطعة أرض-سكنى,19,58136877.0,5540.741508
13947,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,القيروان,قطعة أرض-سكنى,390,482020633.44,1762.712689
13948,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,القيروان,قطعة أرض-سكنى,51,110852872.38,4030.603645
13949,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,القيروان,قطعة أرض-سكنى,113,117247648.5,1817.718532
13950,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,القيروان,قطعة أرض-سكنى,54,92815175.55,3160.780979
14168,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الزهور,قطعة أرض-سكنى,8,2970000.0,604.554865
14216,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الزهور,قطعة أرض-سكنى,19,8723750.0,812.261148
14217,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الزهور,قطعة أرض-سكنى,38,11610000.0,566.155522
14218,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الزهور,قطعة أرض-سكنى,90,23195666.67,354.655637
14219,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الزهور,قطعة أرض-سكنى,60,9748412.24,243.846911
14225,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الزهور,قطعة أرض-سكنى,18,5580000.0,620.940915
14226,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الزهور,قطعة أرض-سكنى,18,4892000.0,639.836567
14227,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الزهور,قطعة أرض-سكنى,72,32610000.0,684.038217
14236,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الزهور,قطعة أرض-سكنى,14,1326000.0,121.036007
