,yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR
20925,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الفلاح,قطعة أرض-سكنى,10,15629250.16,2647.860691
20926,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الفلاح,قطعة أرض-سكنى,10,9653587.45,1311.398878
20989,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الروابي,قطعة أرض-سكنى,13,17622363.38,3164.235595
20990,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الروابي,قطعة أرض-سكنى,13,15588459.48,3160.814103
21031,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,لبن,قطعة أرض-سكنى,38,38374373.2,2063.134522
21032,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الزهور,قطعة أرض-سكنى,13,2608000.0,250.105618
21033,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الزهور,قطعة أرض-سكنى,67,9021200.0,196.465193
21034,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الزهور,قطعة أرض-سكنى,51,5798500.0,134.480959
21106,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الزهور,قطعة أرض-سكنى,29,2295500.0,112.309955
21107,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,النهضة,قطعة أرض-سكنى,52,42198877.76,1494.642649
21108,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,النهضة,قطعة أرض-سكنى,53,50590804.58,1666.035987
21109,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,النهضة,قطعة أرض-سكنى,73,54533197.13,1396.661427
21110,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,النهضة,قطعة أرض-سكنى,55,39738528.32,1318.173584
21111,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,النهضة,قطعة أرض-سكنى,56,44541684.53,1305.418581
21176,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,8,1010000.0,971.439673
21309,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الندوة,قطعة أرض-سكنى,16,14439902.81,1721.17096
21310,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الندوة,قطعة أرض-سكنى,15,17255681.06,2523.356698
21311,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,900000.0,
21312,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,المربع,قطعة أرض-سكنى,10,18737086.0,1972.13052
21313,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,المربع,قطعة أرض-سكنى,1,1000000.0,
21377,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,المربع,قطعة أرض-سكنى,5,3235200.0,
21378,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,المربع,قطعة أرض-سكنى,2,4667529.83,
21379,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الندوة,قطعة أرض-سكنى,11,10719031.84,1654.508592
21380,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,8000000.0,
21381,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,2700000.0,
21382,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,,قطعة أرض-سكنى,3,5523490.62,
21387,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الندوة,قطعة أرض-سكنى,8,12110999.0,3371.658964
21399,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الندوة,قطعة أرض-سكنى,7,8870000.0,2986.501015
21400,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الندوة,قطعة أرض-سكنى,12,15124350.0,2969.813819
21421,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,السويدي الغربي,قطعة أرض-سكنى,5,3726332.0,
21422,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,السويدي الغربي,قطعة أرض-سكنى,3,1483333.31,
21429,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,27,16175795.79,1302.875446
21430,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,59,40601338.9,1157.617465
21449,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,53,28521436.61,1156.973291
21450,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,52,27969485.89,1002.107579
21451,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,56,21859494.95,759.357537
21452,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,92,48893700.19,962.908484
21453,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,59,23756564.01,1027.516741
21454,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,76,34132987.01,767.869079
21455,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,26,15039092.93,1243.393344
21456,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,82,28447439.53,808.389144
21457,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,75,40039212.08,1143.943296
21506,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,,قطعة أرض-سكنى,47,36640552.82,1221.56947
21507,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,,قطعة أرض-سكنى,2,890000.0,
21508,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,,قطعة أرض-سكنى,2,995000.0,
21542,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,65,82486489.34,2575.719805
21543,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,51,55929235.99,2080.41472
21544,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,49,50285082.77,1847.719807
21545,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,51,47045119.6,1784.311688
21546,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,46,54751822.0,1956.193577
21547,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,48,45445699.67,1767.318024
21548,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,30,29783270.49,2276.183639
21549,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,61,52060684.23,1817.716547
21550,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,39,52474540.05,2565.978921
21551,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,48,41558455.14,1473.799008
21552,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,44,66675486.31,2222.481485
21553,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الخير,قطعة أرض-سكنى,1017,741362304.0,1172.766668
21554,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الخير,قطعة أرض-سكنى,645,459335206.9,1342.202958
21555,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الخير,قطعة أرض-سكنى,2291,1521055486.43,937.275706
21556,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الخير,قطعة أرض-سكنى,3332,1559395312.44,676.767902
21589,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,,قطعة أرض-سكنى,4,655000.0,
21590,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,,قطعة أرض-سكنى,29,24871272.78,1566.958122
21591,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,,قطعة أرض-سكنى,2,1500000.0,
21592,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,,قطعة أرض-سكنى,38,28453606.96,1349.797179
21593,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,,قطعة أرض-سكنى,7,2459435.0,840.832478
21594,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,,قطعة أرض-سكنى,5,2101999.75,
21595,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,,قطعة أرض-سكنى,3,5950847.0,
21596,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,,قطعة أرض-سكنى,5,3471123.0,
21641,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,المهدية,قطعة أرض-سكنى,1135,428031978.0,689.239739
21642,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,المهدية,قطعة أرض-سكنى,446,127020004.36,482.058944
21647,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,المهدية,قطعة أرض-سكنى,425,203046074.47,986.993244
21648,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,المهدية,قطعة أرض-سكنى,433,133310222.57,578.294232
21649,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,7,40329118.0,8149.326355
21650,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,4,11149164.0,
21651,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,12,34666010.0,5196.504854
21652,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,16,57824685.0,3976.438588
21653,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,القادسية,قطعة أرض-سكنى,77,68014219.0,1753.569498
21654,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,القادسية,قطعة أرض-سكنى,304,277130507.42,1365.948411
21655,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,القادسية,قطعة أرض-سكنى,275,213230457.32,1123.202599
21656,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,القادسية,قطعة أرض-سكنى,158,98178348.27,1076.421603
21661,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,القادسية,قطعة أرض-سكنى,36,102723017.53,1910.208046
21662,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,القادسية,قطعة أرض-سكنى,34,41119760.7,2094.62848
21663,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,القادسية,قطعة أرض-سكنى,67,88347055.54,1916.3191
21664,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,7,26471099.82,6415.115017
21672,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,11,37948904.62,3662.962122
21673,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,9,19903000.0,3643.174415
21674,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,11,67612810.0,3588.893972
21675,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,20,36489487.64,2928.451676
21676,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,القادسية,قطعة أرض-سكنى,165,110544879.0,1125.570444
21677,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,القادسية,قطعة أرض-سكنى,65,159955912.94,1783.859749
21678,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,القادسية,قطعة أرض-سكنى,113,100125153.97,1568.964178
21679,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,القادسية,قطعة أرض-سكنى,308,259158256.74,1439.954028
21680,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,القادسية,قطعة أرض-سكنى,354,271131888.06,1100.56309
21681,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,عريض,قطعة أرض-سكنى,618,155991740.0,532.741277
21682,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,عريض,قطعة أرض-سكنى,766,112377949.72,300.877451
21683,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,عريض,قطعة أرض-سكنى,413,124443849.0,670.700625
21684,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,عريض,قطعة أرض-سكنى,689,83869874.09,247.479164
21685,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,عريض,قطعة أرض-سكنى,483,138533691.0,683.391234
21686,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,15,50421460.19,4071.199294
21687,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,11,15704979.7,3680.023352
21688,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,21,45811578.0,2792.799123
21689,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,11,30581245.0,3300.0
21693,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,المهدية,قطعة أرض-سكنى,568,173920730.85,513.338502
21697,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,المهدية,قطعة أرض-سكنى,102,115093209.0,2321.19416
21698,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المهدية,قطعة أرض-سكنى,70,72357498.39,2449.988688
21699,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المهدية,قطعة أرض-سكنى,210,199050063.26,1940.464304
21721,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الخالدية,قطعة أرض-سكنى,12,4653920.0,1097.788419
21722,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الخالدية,قطعة أرض-سكنى,8,4698541.0,1599.672325
21723,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الخالدية,قطعة أرض-سكنى,13,8151282.29,988.624105
21730,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الخالدية,قطعة أرض-سكنى,10,5470000.0,1187.637172
21731,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,,قطعة أرض-سكنى,2,178000.0,
21732,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,99000.0,
21733,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-سكنى,109,24018787.94,302.809514
21734,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-سكنى,77,20412149.31,349.380316
21764,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,,قطعة أرض-سكنى,3,2996000.0,
21765,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الملك عبدالله,قطعة أرض-سكنى,39,64410162.0,2944.695827
21766,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الملك عبدالله,قطعة أرض-سكنى,16,19427952.95,2644.02118
21767,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الملك عبدالله,قطعة أرض-سكنى,17,18700118.0,2421.913981
21768,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الملك عبدالله,قطعة أرض-سكنى,10,20123711.86,2411.378682
21769,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,6,9126084.0,2883.357241
21770,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,5,4322699.78,
21771,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,15,21941329.02,3126.484241
21772,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,22,38281076.95,2447.444497
21773,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الخزامى,قطعة أرض-سكنى,4,34470730.0,
21774,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الخزامى,قطعة أرض-سكنى,9,65772513.34,4018.559298
21775,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الخزامى,قطعة أرض-سكنى,3,17324000.0,
21776,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الخزامى,قطعة أرض-سكنى,21,62984512.05,3361.674607
21777,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الخزامى,قطعة أرض-سكنى,11,75816120.1,4238.521181
21778,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الخزامى,قطعة أرض-سكنى,3,7902920.0,
21779,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الخزامى,قطعة أرض-سكنى,4,60030000.0,
21780,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الوادي,قطعة أرض-سكنى,9,15216082.0,3737.821376
21781,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الوادي,قطعة أرض-سكنى,12,19564285.19,3526.128456
21782,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الوادي,قطعة أرض-سكنى,21,33834175.07,4172.638893
21815,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,910000.0,
21816,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الرفيعة,قطعة أرض-سكنى,10,10817727.81,2726.320469
21817,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الرفيعة,قطعة أرض-سكنى,7,7349857.31,1977.107817
21818,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الربيع,قطعة أرض-سكنى,38,671521710.62,4027.498873
21819,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الربيع,قطعة أرض-سكنى,28,46441125.08,3586.915621
21820,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الربيع,قطعة أرض-سكنى,21,43221472.89,3771.566573
21821,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الربيع,قطعة أرض-سكنى,33,56993633.74,3518.933113
21840,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الرفيعة,قطعة أرض-سكنى,11,7974791.0,2366.939538
21841,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الرفيعة,قطعة أرض-سكنى,31,24362544.75,1769.008297
21842,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الرفيعة,قطعة أرض-سكنى,24,16738298.94,1731.030883
21845,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الربيع,قطعة أرض-سكنى,21,42123445.36,4443.345008
21846,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الربيع,قطعة أرض-سكنى,27,54615972.86,3566.426043
21847,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الربيع,قطعة أرض-سكنى,35,61554511.93,3667.071254
21848,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الربيع,قطعة أرض-سكنى,21,28428412.55,3228.682109
21849,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الربيع,قطعة أرض-سكنى,24,46433913.85,5117.399958
21850,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الرفيعة,قطعة أرض-سكنى,12,16986562.71,2724.751696
21868,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الرائد,قطعة أرض-سكنى,8,27726354.6,3481.624521
21869,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,البديعة,قطعة أرض-سكنى,20,68236737.13,1536.944003
21870,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,البديعة,قطعة أرض-سكنى,9,7602164.68,1352.088103
21871,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,البديعة,قطعة أرض-سكنى,12,3243050.0,866.016722
21872,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,البديعة,قطعة أرض-سكنى,4,2730000.0,
21873,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,البديعة,قطعة أرض-سكنى,7,3674084.0,344.652306
21874,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,البديعة,قطعة أرض-سكنى,12,6563319.97,1115.53367
21876,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,العقيق,قطعة أرض-سكنى,22,29985250.0,3285.241893
21877,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,العقيق,قطعة أرض-سكنى,36,54684820.0,2769.06422
21878,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,العقيق,قطعة أرض-سكنى,38,54848233.53,2319.448625
21879,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,العقيق,قطعة أرض-سكنى,18,18879500.0,1828.929447
21880,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الرائد,قطعة أرض-سكنى,3,6795000.0,
21914,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,النرجس,قطعة أرض-سكنى,443,468098473.51,1800.367728
21915,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,النرجس,قطعة أرض-سكنى,314,232784377.04,1405.930148
21934,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,البرية,قطعة أرض-سكنى,9,1470000.0,219.749216
21935,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,البرية,قطعة أرض-سكنى,5,730000.0,
21936,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الرسالة,قطعة أرض-سكنى,7,4100000.0,305.285886
21937,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الرسالة,قطعة أرض-سكنى,13,7320000.0,279.056363
21938,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الرسالة,قطعة أرض-سكنى,5,4300000.0,
21939,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الملقا,قطعة أرض-سكنى,63,228848957.06,5551.092177
21940,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الملقا,قطعة أرض-سكنى,138,417667920.07,3910.674785
21941,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الملقا,قطعة أرض-سكنى,188,561037471.79,3646.115419
21942,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الملقا,قطعة أرض-سكنى,119,339624114.69,3211.825106
21943,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,النرجس,قطعة أرض-سكنى,204,607910991.44,4309.696288
21944,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,النرجس,قطعة أرض-سكنى,208,383573122.59,3416.614601
22019,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,النرجس,قطعة أرض-سكنى,168,251122810.83,2650.075693
22020,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,النرجس,قطعة أرض-سكنى,365,527612905.15,2106.253552
22044,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,العريجاء الأوسط,قطعة أرض-سكنى,1,600000.0,
22045,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,العريجاء الأوسط,قطعة أرض-سكنى,1,705000.0,
22046,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,البيان,قطعة أرض-سكنى,58,53308176.5,2101.187343
22047,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,البيان,قطعة أرض-سكنى,63,69055051.5,2541.203634
22048,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,البيان,قطعة أرض-سكنى,131,136322346.14,2467.281133
22049,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,البيان,قطعة أرض-سكنى,255,221585981.44,2000.011789
22050,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,عتيقة,قطعة أرض-سكنى,11,4156000.0,1793.273254
22051,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,عتيقة,قطعة أرض-سكنى,17,4168760.0,1194.669773
22052,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,عتيقة,قطعة أرض-سكنى,12,4441374.0,1849.28806
22053,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,عتيقة,قطعة أرض-سكنى,14,3296435.0,1070.942743
22060,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,العريجاء الأوسط,قطعة أرض-سكنى,1,300000.0,
22061,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,العريجاء الأوسط,قطعة أرض-سكنى,1,272000.0,
22062,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,العريجاء الأوسط,قطعة أرض-سكنى,1,672414.77,
22063,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,العريجاء الأوسط,قطعة أرض-سكنى,1,400000.0,
22081,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-سكنى,12,51126395.87,4284.686098
22082,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-سكنى,3,4679573.66,
22083,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-سكنى,14,26600122.33,3844.524775
22084,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-سكنى,17,28944647.69,3263.693379
22085,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,البيان,قطعة أرض-سكنى,15,6044568.0,809.53183
22316,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,,قطعة أرض-سكنى,4,4300000.0,
22317,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,1350000.0,
22318,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,,قطعة أرض-سكنى,6,4720000.0,1441.985244
22319,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,معكال,قطعة أرض-سكنى,1,378300.0,
22320,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,معكال,قطعة أرض-سكنى,5,8135735.6,
22321,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,معكال,قطعة أرض-سكنى,1,200000.0,
22322,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,معكال,قطعة أرض-سكنى,2,1964176.0,
22323,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,معكال,قطعة أرض-سكنى,5,3783058.6,
22324,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,معكال,قطعة أرض-سكنى,4,7018058.0,
22360,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,العريجاء,قطعة أرض-سكنى,46,24578919.34,1609.290059
22361,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,العريجاء,قطعة أرض-سكنى,107,72141906.11,1678.607121
22362,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,العريجاء,قطعة أرض-سكنى,148,88317466.86,1425.012322
22363,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,العريجاء,قطعة أرض-سكنى,118,66163158.5,1375.826068
22364,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,العريجاء,قطعة أرض-سكنى,70,44241649.83,1601.362322
22365,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,العريجاء,قطعة أرض-سكنى,101,54152574.71,1154.439949
22366,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,العريجاء,قطعة أرض-سكنى,127,61190856.54,1102.167252
22367,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,العريجاء,قطعة أرض-سكنى,100,45809738.4,1133.824122
22423,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,1260000.0,
22424,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,,قطعة أرض-سكنى,4,4050000.0,
22425,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الرمال,قطعة أرض-سكنى,124,180885081.37,2533.022793
22426,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الرمال,قطعة أرض-سكنى,197,332050162.94,2495.632828
22427,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الرمال,قطعة أرض-سكنى,393,474513274.37,1892.903239
22428,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الرمال,قطعة أرض-سكنى,1013,968681940.14,1554.496051
