,front,rooms,lounges,bathrooms,streetWidth,stairs,propertyAge,driverRoom,tent,patio,kitchen,outdoorRoom,garage,duplex,space,apartments,maidRoom,elevator,furnihsed,pool,basement,neighbourhood,location,price,square price
15129,شرقية,3,1,5,20.0,0,0,0,1,1,1,1,1,1,450,0,1,0,1,0,0,طويق,غرب الرياض,1280000.0,2844.444444
15130,شمالية,5,3,5,18.0,1,0,1,0,1,1,1,1,0,504,0,1,1,0,1,0,الملقا,شمال الرياض,6100000.0,12103.1746
15131,غربية,4,2,5,20.0,1,0,0,1,1,1,1,1,0,330,2,0,0,0,0,0,عكاظ,جنوب الرياض,1200000.0,3636.363636
15132,شرقية,5,3,5,14.0,1,0,1,0,1,1,0,1,0,300,0,1,1,0,1,0,الياسمين,شمال الرياض,3200000.0,10666.66667
15135,جنوبية,4,2,5,25.0,1,0,0,1,1,1,1,1,1,270,0,1,0,0,0,0,الشفا,جنوب الرياض,1050000.0,3888.888889
15136,غربية,5,5,5,20.0,1,0,0,1,1,1,1,1,0,250,1,1,0,0,0,0,طويق,غرب الرياض,1250000.0,5000.0
15138,شرقية,3,2,4,16.0,1,0,0,0,0,1,0,1,0,200,0,1,1,0,0,0,العارض,شمال الرياض,2200000.0,11000.0
15139,غربية,4,2,2,20.0,1,0,0,1,1,1,1,1,0,300,0,1,0,0,0,0,طويق,غرب الرياض,1170000.0,3900.0
15141,شمالية,5,2,5,15.0,0,0,1,0,0,1,0,1,0,450,0,0,1,0,1,0,الملقا,شمال الرياض,5300000.0,11777.77778
15142,شرقية,5,2,5,20.0,0,1,0,1,1,1,1,1,1,280,1,1,0,1,0,0,طيبة,جنوب الرياض,1100000.0,3928.571429
15143,شرقية,5,3,5,15.0,0,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,Unknown,جنوب الرياض,870000.0,3480.0
15144,شمالية,4,2,4,15.0,1,0,1,1,1,1,1,1,0,350,2,1,1,0,1,0,النرجس,شمال الرياض,2900000.0,8285.714286
15145,شرقية,4,3,5,20.0,1,0,1,0,1,1,0,0,1,250,0,1,1,0,0,0,النرجس,شمال الرياض,2600000.0,10400.0
15147,شمالية,6,3,5,15.0,1,0,0,1,1,1,0,1,1,250,0,1,0,0,0,0,البديعة,غرب الرياض,1250000.0,5000.0
15148,جنوبية,5,1,3,15.0,0,0,0,0,1,1,1,1,0,325,2,0,0,0,0,0,الدار البيضاء,جنوب الرياض,1200000.0,3692.307692
15149,جنوبية,3,2,5,15.0,1,0,1,0,1,1,0,1,1,300,0,1,0,0,0,0,الرمال,شرق الرياض,1800000.0,6000.0
15150,شمالية شرقية,4,2,5,20.0,1,0,0,1,1,1,1,1,0,262,1,1,1,0,0,0,الملك خالد الدولي,شرق الرياض,1400000.0,5343.51145
15151,جنوبية شرقية,5,2,5,20.0,0,0,0,1,1,1,1,0,0,250,0,1,0,0,0,0,طويق,غرب الرياض,1170000.0,4680.0
15154,شرقية,4,3,4,25.0,0,0,0,0,1,1,1,1,0,437,0,1,1,0,1,0,الملقا,شمال الرياض,6200000.0,14187.64302
15156,شرقية,4,1,5,20.0,1,0,0,1,1,1,1,1,0,300,1,0,0,0,0,0,الرمال,شرق الرياض,1550000.0,5166.666667
15157,شمالية غربية,4,2,5,12.0,1,33,1,0,1,1,1,1,0,750,0,1,0,0,0,0,الملك فهد,شمال الرياض,3500000.0,4666.666667
15158,غربية,4,3,4,20.0,1,0,1,0,0,1,1,1,0,288,0,1,0,0,0,0,الروضة,شرق الرياض,2450000.0,8506.944444
15159,شرقية,5,2,5,25.0,1,0,1,0,0,1,1,1,0,400,0,1,1,0,0,0,النرجس,شمال الرياض,4600000.0,11500.0
15160,جنوبية غربية,5,2,5,15.0,1,4,1,0,1,1,0,1,0,228,0,1,0,0,0,0,قرطبة,شرق الرياض,2300000.0,10087.7193
15161,غربية,4,2,5,12.0,1,8,0,0,0,1,0,0,0,300,0,0,0,0,0,0,النرجس,شمال الرياض,3250000.0,10833.33333
15163,جنوبية شرقية,5,3,5,20.0,1,10,1,0,0,1,1,1,0,1200,0,1,1,1,1,1,النخيل,شمال الرياض,12000000.0,10000.0
15164,شرقية,5,2,5,15.0,1,0,0,0,1,1,1,1,0,425,2,1,1,0,0,0,العارض,شمال الرياض,4500000.0,10588.23529
15166,جنوبية,5,3,5,30.0,1,0,0,1,1,1,1,1,1,270,0,1,0,0,0,0,الحزم,غرب الرياض,1030000.0,3814.814815
15168,جنوبية,5,1,4,20.0,1,0,0,1,1,1,1,1,0,262,1,1,0,0,0,0,الرمال,شرق الرياض,1650000.0,6297.709924
15169,شرقية,7,5,5,15.0,1,0,1,1,1,1,1,1,0,450,0,1,1,0,1,0,حطين,شمال الرياض,5500000.0,12222.22222
15170,غربية,5,4,5,20.0,1,0,1,0,1,1,1,1,0,735,0,1,0,0,0,0,الحمراء,شرق الرياض,5200000.0,7074.829932
15171,جنوبية,5,-1,5,20.0,0,7,0,0,1,1,1,1,0,960,3,0,0,0,0,0,طويق,غرب الرياض,2700000.0,2812.5
15172,غربية,5,3,5,20.0,1,0,1,0,1,1,1,1,1,300,0,1,1,0,1,0,العارض,شمال الرياض,2800000.0,9333.333333
15175,جنوبية,1,1,1,15.0,0,0,0,0,0,1,0,0,0,277,1,0,0,0,0,0,المونسية,شرق الرياض,2100000.0,7581.227437
15177,جنوبية,7,4,5,15.0,1,9,0,0,1,1,0,1,0,372,2,0,0,0,0,0,البديعة,غرب الرياض,1300000.0,3494.623656
15178,شمالية شرقية,7,2,5,10.0,1,35,0,0,1,0,0,0,0,632,0,0,0,0,0,0,الصفا,شرق الرياض,1300000.0,2056.962025
15179,غربية,3,1,3,20.0,0,0,0,1,0,1,0,1,0,450,0,0,0,0,0,0,نمار,غرب الرياض,1200000.0,2666.666667
15180,شرقية,4,2,4,20.0,1,0,0,0,1,1,1,1,1,253,0,0,0,0,0,0,بدر,جنوب الرياض,900000.0,3557.312253
15181,شرقية,5,3,5,22.0,1,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,نمار,غرب الرياض,1130000.0,4520.0
15182,شمالية,4,1,3,15.0,1,0,1,0,0,1,1,1,1,300,0,1,0,0,0,0,النرجس,شمال الرياض,3000000.0,10000.0
15183,غربية,5,2,4,20.0,1,0,0,1,1,1,1,1,0,320,2,0,0,0,0,0,عكاظ,جنوب الرياض,1200000.0,3750.0
15184,جنوبية شرقية,4,1,5,20.0,1,0,0,1,0,1,1,1,0,294,1,1,0,0,0,0,الرمال,شرق الرياض,1750000.0,5952.380952
15186,شمالية,7,2,3,15.0,0,25,1,1,1,1,0,1,0,525,0,0,0,1,1,0,الخليج,شرق الرياض,1950000.0,3714.285714
15187,شمالية,5,3,5,20.0,1,0,0,0,1,1,0,1,0,240,1,1,0,0,0,0,العزيزية,جنوب الرياض,1050000.0,4375.0
15188,شمالية,4,4,5,21.0,0,0,0,1,1,1,1,1,0,450,0,0,0,0,0,0,طويق,غرب الرياض,1280000.0,2844.444444
15191,شمالية,5,2,5,17.0,1,0,0,1,0,1,0,1,1,300,2,1,0,0,0,0,الرمال,شرق الرياض,1500000.0,5000.0
15192,غربية,3,2,5,20.0,0,0,0,0,0,1,0,0,0,250,2,0,0,0,0,0,الرمال,شرق الرياض,1300000.0,5200.0
15193,جنوبية,5,1,4,15.0,0,0,0,0,1,1,0,1,0,350,0,0,0,0,0,0,طيبة,جنوب الرياض,700000.0,2000.0
15195,شرقية,4,2,5,15.0,1,0,0,1,1,1,0,1,1,300,0,0,0,0,0,0,طويق,غرب الرياض,1170000.0,3900.0
15197,جنوبية,5,5,5,10.0,1,18,1,1,1,1,1,1,0,750,2,1,0,1,0,0,النهضة,شرق الرياض,2300000.0,3066.666667
15199,شمالية شرقية,6,3,5,15.0,0,0,0,1,1,1,0,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1000000.0,5000.0
15200,غربية,5,2,5,17.0,0,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,طويق,غرب الرياض,1150000.0,4600.0
15201,جنوبية,5,1,5,15.0,1,0,1,0,1,1,1,1,0,360,0,1,1,0,0,0,العارض,شمال الرياض,2800000.0,7777.777778
15202,شرقية,5,2,5,15.0,1,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,الرمال,شرق الرياض,1250000.0,5000.0
15203,جنوبية شرقية,7,2,5,25.0,1,0,0,0,1,1,1,1,0,450,1,1,1,0,1,1,الملك عبدالله,شمال الرياض,6000000.0,13333.33333
15204,جنوبية,5,3,5,20.0,1,0,0,0,1,1,1,1,1,250,0,0,0,0,0,0,بدر,جنوب الرياض,980000.0,3920.0
15205,غربية,5,3,5,17.0,1,0,0,1,0,1,0,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1050000.0,5250.0
15206,شمالية,4,1,3,15.0,1,0,0,0,0,1,1,1,0,300,2,1,0,0,0,0,اشبيلية,شرق الرياض,2000000.0,6666.666667
15207,شمالية غربية,7,5,5,15.0,1,5,0,0,1,1,0,0,0,280,1,0,0,1,1,0,المونسية,شرق الرياض,2950000.0,10535.71429
15208,شمالية شرقية,4,3,5,17.0,1,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1050000.0,5250.0
15209,جنوبية,5,2,5,20.0,0,0,0,1,1,1,1,1,1,200,0,0,0,0,0,0,العريجاء الغربية,غرب الرياض,1050000.0,5250.0
15210,شرقية,1,2,5,19.0,0,0,0,0,1,1,1,1,0,307,1,1,1,0,0,0,الرمال,شرق الرياض,1550000.0,5048.859935
15211,شمالية غربية,3,-1,2,15.0,0,13,0,0,0,1,0,0,0,375,4,0,0,0,0,0,البديعة,غرب الرياض,1250000.0,3333.333333
15213,شمالية,6,2,5,20.0,1,0,1,1,1,1,1,1,0,300,1,1,0,1,0,0,طويق,غرب الرياض,1350000.0,4500.0
15214,جنوبية,7,2,5,30.0,1,0,0,0,1,1,1,1,1,300,0,1,0,0,0,0,عكاظ,جنوب الرياض,1150000.0,3833.333333
15215,شرقية,5,2,5,20.0,0,0,0,1,0,1,0,0,1,240,0,1,0,0,0,0,طويق,غرب الرياض,1000000.0,4166.666667
15216,شرقية,4,2,4,20.0,0,0,0,1,1,1,1,1,0,360,0,0,0,0,0,0,طويق,غرب الرياض,1070000.0,2972.222222
15218,غربية,7,2,5,15.0,1,4,0,1,1,1,0,1,0,312,2,1,0,0,0,0,المونسية,شرق الرياض,1850000.0,5929.487179
15219,شرقية,5,3,5,15.0,1,0,0,1,1,1,1,1,0,362,1,1,0,0,0,0,طويق,غرب الرياض,1350000.0,3729.281768
15220,شمالية,5,1,5,18.0,0,0,1,0,0,0,0,1,0,245,0,1,0,0,0,0,الندوة,شرق الرياض,1100000.0,4489.795918
15221,شمالية,5,1,5,15.0,1,0,0,0,1,1,1,1,1,312,1,1,1,0,0,0,النرجس,شمال الرياض,3000000.0,9615.384615
15222,شمالية,5,1,5,15.0,1,0,0,0,0,1,1,1,0,281,1,1,0,0,0,0,الرمال,شرق الرياض,1350000.0,4804.270463
15223,شرقية,4,2,5,20.0,1,3,0,1,1,1,1,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1000000.0,3333.333333
15225,شرقية,5,4,4,20.0,1,0,1,0,1,1,1,1,0,375,0,1,1,0,1,0,الندى,شمال الرياض,4700000.0,12533.33333
15227,جنوبية شرقية,5,2,5,15.0,1,9,1,0,1,1,1,1,0,900,2,1,0,1,1,0,الشفا,جنوب الرياض,3500000.0,3888.888889
15228,شرقية,5,3,5,20.0,1,0,0,0,1,1,0,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1250000.0,4166.666667
15230,شمالية شرقية,5,2,5,15.0,1,0,1,0,1,1,0,1,0,264,0,1,1,0,1,0,النرجس,شمال الرياض,2900000.0,10984.84848
15231,جنوبية,5,2,5,15.0,1,0,0,0,1,1,1,1,0,300,2,1,0,0,0,0,الرمال,شرق الرياض,1350000.0,4500.0
15232,شرقية,5,3,5,18.0,1,0,0,1,1,1,1,1,0,300,0,1,0,0,0,0,طويق,غرب الرياض,1350000.0,4500.0
15233,غربية,5,3,5,15.0,1,0,0,1,1,1,0,1,0,300,1,0,0,0,0,0,طويق,غرب الرياض,1200000.0,4000.0
15234,شمالية,4,3,4,18.0,1,0,1,1,1,1,1,1,0,300,0,1,1,1,1,0,العارض,شمال الرياض,2400000.0,8000.0
15236,غربية,4,1,2,20.0,1,0,1,1,1,1,1,1,0,422,1,1,1,0,0,0,القيروان,شمال الرياض,4300000.0,10189.57346
15238,شمالية,4,1,4,15.0,1,0,0,0,0,1,0,0,0,220,0,0,0,0,0,0,بدر,جنوب الرياض,850000.0,3863.636364
15240,غربية,5,3,5,24.0,1,0,0,0,1,1,0,1,1,252,0,1,0,0,0,0,العوالي,غرب الرياض,1700000.0,6746.031746
15241,جنوبية,7,3,5,15.0,1,0,0,1,1,1,0,1,1,315,0,1,0,0,0,0,بدر,جنوب الرياض,1030000.0,3269.84127
15242,شرقية,5,2,5,20.0,0,0,0,1,1,1,1,1,0,325,2,1,0,1,1,0,طويق,غرب الرياض,1500000.0,4615.384615
15244,غربية,5,3,5,15.0,1,0,0,1,1,1,1,1,0,375,1,1,1,0,0,0,الزهرة,غرب الرياض,1900000.0,5066.666667
15245,شمالية غربية,5,1,5,15.0,0,32,0,0,1,1,1,1,0,450,0,0,0,0,0,0,النهضة,شرق الرياض,1300000.0,2888.888889
15246,جنوبية,5,2,5,20.0,1,0,0,1,1,1,1,1,0,250,1,0,0,0,0,0,طويق,غرب الرياض,1250000.0,5000.0
15247,غربية,5,2,5,15.0,1,0,0,1,0,1,0,1,1,250,0,1,0,0,0,0,بدر,جنوب الرياض,1050000.0,4200.0
15249,غربية,4,2,4,36.0,1,0,0,0,1,1,1,1,0,186,0,0,0,0,0,0,النرجس,شمال الرياض,1850000.0,9946.236559
15250,شرقية,4,2,4,12.0,0,12,1,0,1,1,1,1,0,325,0,1,0,0,0,0,الوادي,شمال الرياض,2000000.0,6153.846154
15251,جنوبية غربية,5,1,5,25.0,1,0,0,0,0,1,0,0,0,912,0,0,1,0,1,0,الملقا,شمال الرياض,9400000.0,10307.01754
15252,شرقية,5,1,5,20.0,1,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1100000.0,5500.0
15253,غربية,5,2,3,20.0,0,0,0,0,0,1,0,1,0,480,0,1,1,0,1,0,النرجس,شمال الرياض,4750000.0,9895.833333
15255,غربية,5,2,5,20.0,1,0,0,0,1,1,1,1,0,360,1,1,0,0,0,0,النهضة,شرق الرياض,2200000.0,6111.111111
15256,شمالية,4,3,5,20.0,0,0,0,1,0,1,0,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,980000.0,4900.0
15257,شرقية,7,3,5,16.0,1,0,1,1,1,1,1,1,1,300,1,1,0,0,0,0,طويق,غرب الرياض,1320000.0,4400.0
15258,جنوبية,4,2,5,20.0,1,0,1,0,1,1,1,1,0,600,0,1,1,0,1,0,الملقا,شمال الرياض,7600000.0,12666.66667
15259,جنوبية,4,2,4,20.0,1,0,1,0,1,1,1,1,0,360,2,1,1,0,0,0,الرمال,شرق الرياض,2600000.0,7222.222222
15260,شرقية,1,3,4,15.0,1,14,1,0,1,1,1,1,0,372,0,1,0,0,0,0,الغدير,شمال الرياض,4500000.0,12096.77419
15261,غربية,5,3,5,20.0,1,0,0,1,1,1,0,1,1,300,0,1,0,0,0,0,الحزم,غرب الرياض,1200000.0,4000.0
15262,جنوبية غربية,7,5,5,15.0,1,2,1,1,1,1,1,1,0,950,0,1,1,0,0,0,الملقا,شمال الرياض,9000000.0,9473.684211
15263,شمالية,5,2,5,20.0,0,0,0,1,1,1,1,0,1,300,0,1,0,0,0,1,عكاظ,جنوب الرياض,960000.0,3200.0
15264,غربية,5,3,5,15.0,1,0,1,1,1,1,1,1,1,350,1,1,1,0,0,0,طويق,غرب الرياض,1350000.0,3857.142857
15265,شمالية,4,2,3,21.0,0,0,0,0,1,1,0,1,0,400,0,0,0,0,0,0,عكاظ,جنوب الرياض,750000.0,1875.0
15266,شرقية,5,1,5,20.0,1,0,0,1,1,1,0,1,0,324,2,1,0,0,0,0,عكاظ,جنوب الرياض,1380000.0,4259.259259
15273,غربية,5,3,5,20.0,1,0,0,0,1,1,1,1,1,250,0,1,0,0,0,0,طويق,غرب الرياض,1100000.0,4400.0
15274,غربية,5,1,5,20.0,1,0,0,1,1,1,1,1,1,300,1,1,0,0,0,0,بدر,جنوب الرياض,1150000.0,3833.333333
15276,شمالية شرقية,5,1,5,15.0,1,0,0,0,1,1,1,1,0,287,1,1,1,0,0,0,القادسية,شرق الرياض,1950000.0,6794.425087
15278,شمالية,5,2,5,27.0,1,3,1,0,1,1,1,1,0,324,3,1,0,0,0,0,المونسية,شرق الرياض,2150000.0,6635.802469
15279,شرقية,5,1,5,15.0,1,0,0,0,0,0,0,0,0,288,1,1,0,0,0,0,المونسية,شرق الرياض,2100000.0,7291.666667
15280,شرقية,5,3,5,17.0,1,0,0,0,1,1,1,1,0,216,0,1,0,0,0,0,طويق,غرب الرياض,1120000.0,5185.185185
15281,شرقية,5,3,4,22.0,1,3,0,1,1,1,1,1,0,375,1,1,1,0,0,0,المروة,جنوب الرياض,1270000.0,3386.666667
15283,شمالية,5,3,5,20.0,1,0,0,1,1,1,0,1,1,250,0,1,0,0,0,0,بدر,جنوب الرياض,940000.0,3760.0
15284,جنوبية,3,1,5,15.0,0,0,0,0,0,1,1,1,0,420,0,1,0,0,0,0,بدر,جنوب الرياض,1000000.0,2380.952381
15285,شمالية,4,2,5,15.0,1,0,0,0,1,1,0,1,1,250,0,1,0,0,0,1,الزهرة,غرب الرياض,900000.0,3600.0
15286,جنوبية شرقية,5,3,5,15.0,1,0,1,1,1,1,1,1,0,300,1,1,1,1,0,0,المونسية,شرق الرياض,2200000.0,7333.333333
15288,غربية,5,5,5,16.0,1,0,0,0,1,1,1,1,0,288,1,1,1,0,0,0,المونسية,شرق الرياض,2000000.0,6944.444444
15290,جنوبية,5,1,4,25.0,0,3,0,1,1,1,1,1,0,309,0,0,0,0,0,0,طويق,غرب الرياض,970000.0,3139.158576
15291,جنوبية,5,3,5,20.0,0,0,0,1,1,1,1,1,1,300,0,0,0,0,0,0,عكاظ,جنوب الرياض,1100000.0,3666.666667
15292,شرقية,7,4,5,15.0,0,5,0,0,0,1,1,1,0,420,3,0,0,0,0,0,النرجس,شمال الرياض,3000000.0,7142.857143
15293,شمالية شرقية,5,2,5,16.0,1,0,0,1,0,1,0,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1000000.0,5000.0
15296,غربية,5,2,5,20.0,0,0,0,1,1,1,1,1,1,316,0,1,0,0,0,0,نمار,غرب الرياض,1450000.0,4588.607595
15297,غربية,4,3,3,20.0,1,2,1,1,1,1,1,1,0,460,0,1,0,1,1,0,القادسية,شرق الرياض,2550000.0,5543.478261
15299,غربية,4,1,5,20.0,1,0,0,0,1,1,1,1,0,300,2,1,0,0,0,0,الرمال,شرق الرياض,1600000.0,5333.333333
15300,جنوبية غربية,5,3,3,20.0,1,0,1,0,1,1,0,1,0,262,0,1,1,0,0,0,النرجس,شمال الرياض,3200000.0,12213.74046
15301,جنوبية,4,2,5,20.0,1,0,0,0,0,1,0,0,0,294,1,0,0,0,0,0,الرمال,شرق الرياض,1600000.0,5442.176871
15302,جنوبية,7,3,5,15.0,1,0,1,0,1,1,1,1,1,260,0,1,1,0,0,0,النرجس,شمال الرياض,2300000.0,8846.153846
15303,غربية,4,2,4,15.0,1,0,1,0,1,1,1,1,0,362,0,1,1,0,0,0,الياسمين,شمال الرياض,3400000.0,9392.265193
15304,جنوبية,6,4,5,15.0,1,0,0,0,1,1,0,1,1,260,0,1,0,0,0,0,النرجس,شمال الرياض,2250000.0,8653.846154
15305,غربية,5,4,5,17.0,0,0,0,1,1,1,1,1,0,360,2,1,0,0,0,1,طويق,غرب الرياض,1600000.0,4444.444444
15306,شمالية,7,2,5,15.0,1,0,0,0,1,1,0,1,0,400,1,1,1,0,0,0,النرجس,شمال الرياض,3200000.0,8000.0
15307,شمالية شرقية,1,-1,4,15.0,1,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,طويق,غرب الرياض,1000000.0,5000.0
15310,جنوبية,4,2,4,18.0,1,0,0,0,1,1,1,1,1,300,1,1,0,0,0,0,الرمال,شرق الرياض,1530000.0,5100.0
15311,جنوبية,4,1,4,16.0,1,0,0,0,1,1,1,1,0,277,1,1,1,0,0,0,المونسية,شرق الرياض,2100000.0,7581.227437
15312,شرقية,4,4,4,10.0,1,0,1,0,1,1,1,1,0,331,2,1,0,0,0,0,النهضة,شرق الرياض,1800000.0,5438.066465
15313,شمالية,5,2,5,18.0,1,4,1,0,1,1,1,1,0,501,0,1,1,0,0,0,الياسمين,شمال الرياض,4500000.0,8982.035928
15314,شمالية,5,4,5,20.0,1,0,1,1,1,1,0,1,0,300,0,1,0,0,0,0,طويق,غرب الرياض,1230000.0,4100.0
15315,جنوبية,4,2,4,20.0,1,0,0,1,1,1,1,1,0,324,2,1,0,0,0,0,طويق,غرب الرياض,1430000.0,4413.580247
15316,شمالية شرقية,5,2,5,20.0,0,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1000000.0,5000.0
15317,شرقية,4,3,5,21.0,1,0,0,1,1,1,1,1,0,250,2,1,0,1,0,0,طويق,غرب الرياض,1200000.0,4800.0
15318,شرقية,7,3,5,15.0,1,0,1,1,1,1,1,1,0,375,2,1,0,0,0,0,الرمال,شرق الرياض,2100000.0,5600.0
15319,جنوبية شرقية,4,2,3,20.0,0,0,1,0,1,1,1,1,0,814,0,1,1,0,0,0,الملقا,شمال الرياض,10000000.0,12285.01229
15320,شمالية شرقية,3,2,5,28.0,1,0,0,1,1,1,1,1,0,270,1,1,0,0,0,0,عكاظ,جنوب الرياض,1150000.0,4259.259259
15321,شرقية,7,2,5,15.0,1,0,0,0,1,1,1,1,0,300,1,1,0,0,0,0,نمار,غرب الرياض,1350000.0,4500.0
15322,غربية,4,1,4,16.0,1,0,0,1,1,1,1,1,0,320,1,0,0,0,0,0,الشفا,جنوب الرياض,1150000.0,3593.75
15324,شمالية شرقية,4,2,5,15.0,0,0,1,0,1,1,1,1,0,337,0,1,1,0,1,0,القيروان,شمال الرياض,4000000.0,11869.4362
15325,شمالية غربية,5,1,3,15.0,0,20,1,1,1,1,0,1,0,420,1,1,0,0,0,0,النهضة,شرق الرياض,1500000.0,3571.428571
15327,شمالية,5,3,5,15.0,1,0,0,0,1,1,0,1,0,300,1,1,0,0,0,0,الملك خالد الدولي,شرق الرياض,1400000.0,4666.666667
15328,غربية,4,3,5,35.0,0,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,عكاظ,جنوب الرياض,960000.0,3840.0
15329,غربية,6,3,5,18.0,1,0,0,1,1,1,0,1,0,300,1,1,0,0,0,0,طويق,غرب الرياض,1350000.0,4500.0
15330,شمالية,7,4,5,25.0,0,7,1,1,1,1,1,1,0,586,3,1,0,0,1,0,الرمال,شرق الرياض,2500000.0,4266.211604
15331,جنوبية,6,2,5,20.0,1,0,0,0,1,1,1,1,1,300,0,0,1,0,0,0,عكاظ,جنوب الرياض,1100000.0,3666.666667
15332,شرقية,6,4,5,20.0,0,0,1,1,1,1,1,1,0,360,2,1,0,0,0,0,القيروان,شمال الرياض,3500000.0,9722.222222
15333,غربية,5,2,5,25.0,0,35,0,0,1,1,1,1,0,625,0,1,0,0,0,0,الشفا,جنوب الرياض,1100000.0,1760.0
15334,شمالية,3,2,5,20.0,1,0,0,1,1,1,1,1,0,360,0,1,0,0,0,0,طويق,غرب الرياض,1250000.0,3472.222222
15335,شمالية شرقية,5,2,5,20.0,0,35,0,0,1,1,1,1,0,630,1,0,0,0,0,0,الشفا,جنوب الرياض,1150000.0,1825.396825
15336,غربية,5,4,5,14.0,1,10,1,0,1,1,1,1,0,560,2,1,0,0,0,0,الياسمين,شمال الرياض,4100000.0,7321.428571
15338,غربية,4,3,5,20.0,1,13,1,0,1,1,1,1,0,425,0,1,0,0,0,0,اشبيلية,شرق الرياض,2200000.0,5176.470588
15339,شمالية شرقية,6,3,3,14.0,1,0,1,0,1,1,0,1,0,1416,0,1,0,0,0,0,العليا,شمال الرياض,7000000.0,4943.502825
15340,شمالية,5,2,5,30.0,0,0,0,1,1,1,1,1,1,350,0,1,0,1,0,0,عكاظ,جنوب الرياض,1100000.0,3142.857143
15341,غربية,4,5,5,20.0,1,0,1,1,1,1,1,1,0,288,1,1,1,0,0,0,المونسية,شرق الرياض,2250000.0,7812.5
15343,جنوبية,5,3,5,20.0,0,0,0,1,1,1,1,1,1,240,0,0,0,0,0,0,عكاظ,جنوب الرياض,950000.0,3958.333333
15344,شرقية,5,5,5,15.0,1,0,0,0,0,0,0,1,0,288,1,1,1,0,0,0,المونسية,شرق الرياض,1950000.0,6770.833333
15345,جنوبية,4,2,2,20.0,1,0,0,0,0,1,0,0,1,324,0,0,0,0,0,0,عكاظ,جنوب الرياض,1098000.0,3388.888889
15346,جنوبية,7,2,5,20.0,1,0,0,0,0,1,0,1,0,300,1,1,1,0,0,0,الرمال,شرق الرياض,1650000.0,5500.0
15347,شرقية,4,3,4,18.0,0,0,1,0,0,1,1,1,0,415,0,1,0,0,0,0,الملقا,شمال الرياض,5650000.0,13614.45783
15348,غربية,4,1,5,5.0,1,0,1,0,1,1,1,1,1,250,0,1,0,0,0,0,اشبيلية,شرق الرياض,2550000.0,10200.0
15349,شرقية,4,1,4,10.0,0,4,0,0,1,1,1,1,0,312,3,1,0,0,0,0,النسيم الغربي,شرق الرياض,1400000.0,4487.179487
15350,جنوبية غربية,5,3,5,17.0,1,0,1,1,1,1,1,1,0,360,2,1,0,0,0,0,طويق,غرب الرياض,1650000.0,4583.333333
15352,شمالية شرقية,4,2,5,20.0,1,0,0,0,1,1,1,1,0,322,1,1,0,0,0,0,عكاظ,جنوب الرياض,1250000.0,3881.987578
15354,شرقية,4,2,5,17.0,1,0,0,1,1,1,1,1,1,230,0,0,0,0,0,0,بدر,جنوب الرياض,860000.0,3739.130435
15359,شمالية,4,3,5,15.0,1,0,0,1,1,1,1,1,0,319,2,1,1,0,0,0,المونسية,شرق الرياض,2800000.0,8777.429467
15360,شمالية,4,1,5,15.0,0,0,0,1,1,1,0,1,0,315,2,1,0,0,0,0,طويق,غرب الرياض,1300000.0,4126.984127
15361,جنوبية,5,2,5,25.0,0,0,0,0,1,1,1,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1270000.0,4233.333333
15362,شمالية,5,2,3,25.0,0,0,0,0,1,1,0,1,0,300,0,0,0,0,0,0,بدر,جنوب الرياض,680000.0,2266.666667
15363,شرقية,4,1,5,20.0,1,0,0,1,1,1,1,1,0,255,1,0,0,0,0,0,عكاظ,جنوب الرياض,1050000.0,4117.647059
15364,شرقية,5,2,5,15.0,1,0,0,1,1,1,1,1,0,400,1,1,0,0,0,0,المهدية,غرب الرياض,2200000.0,5500.0
15365,غربية,5,3,5,20.0,1,0,0,0,1,1,0,1,1,200,0,0,0,0,0,0,المهدية,غرب الرياض,1700000.0,8500.0
15366,جنوبية شرقية,4,3,5,20.0,1,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,880000.0,4400.0
15367,غربية,5,2,5,18.0,1,0,0,1,1,1,1,1,0,360,2,1,0,0,0,0,طويق,غرب الرياض,1450000.0,4027.777778
15368,جنوبية,4,2,5,20.0,1,0,1,0,0,1,0,1,0,240,0,1,1,0,1,0,الملقا,شمال الرياض,3200000.0,13333.33333
15370,جنوبية,5,2,5,20.0,1,0,0,0,1,1,0,1,0,200,0,1,0,0,0,0,المهدية,غرب الرياض,1490000.0,7450.0
