,front,rooms,lounges,bathrooms,streetWidth,stairs,propertyAge,driverRoom,tent,patio,kitchen,outdoorRoom,garage,duplex,space,apartments,maidRoom,elevator,furnihsed,pool,basement,neighbourhood,location,price,square price
2060,شرقية,3,2,4,15.0,0,0,0,1,1,1,1,1,0,360,0,0,0,0,0,0,بدر,جنوب الرياض,930000.0,2583.333333
2061,شرقية,3,-1,3,15.0,1,0,1,0,1,1,1,1,0,375,3,1,0,0,0,0,الياسمين,شمال الرياض,3800000.0,10133.33333
2062,شرقية,5,2,4,20.0,1,0,0,1,1,1,0,1,0,324,2,1,0,0,0,0,عكاظ,جنوب الرياض,1330000.0,4104.938272
2063,غربية,5,3,5,20.0,0,0,0,1,1,1,0,1,1,227,0,1,0,0,0,0,طيبة,جنوب الرياض,800000.0,3524.229075
2064,جنوبية,4,3,4,15.0,1,0,0,0,1,1,0,1,0,312,1,1,0,0,0,0,الحزم,غرب الرياض,1370000.0,4391.025641
2065,جنوبية شرقية,4,1,3,15.0,1,2,0,0,0,1,0,0,1,200,0,0,1,0,0,0,النرجس,شمال الرياض,2650000.0,13250.0
2066,جنوبية غربية,5,4,4,15.0,1,32,1,0,0,1,0,0,0,840,0,1,0,0,0,1,الاندلس,شرق الرياض,3300000.0,3928.571429
2067,جنوبية,6,2,2,20.0,1,0,0,1,1,1,0,1,0,250,0,0,0,0,0,0,الحزم,غرب الرياض,1300000.0,5200.0
2068,شرقية,5,5,5,20.0,1,0,0,1,1,1,1,1,0,200,0,1,0,0,0,0,عكاظ,جنوب الرياض,1150000.0,5750.0
2069,شمالية,5,2,5,15.0,0,0,0,0,1,1,1,1,1,250,0,1,0,0,0,0,الرمال,شرق الرياض,1200000.0,4800.0
2070,جنوبية,5,1,5,15.0,1,0,1,0,1,1,1,1,0,500,0,1,1,0,1,0,النرجس,شمال الرياض,5900000.0,11800.0
2071,شرقية,3,2,4,15.0,0,0,0,1,1,1,1,1,1,250,0,1,1,1,0,0,طويق,غرب الرياض,1100000.0,4400.0
2072,غربية,5,3,5,20.0,1,0,0,1,1,1,1,1,0,300,1,1,0,0,0,0,الحزم,غرب الرياض,1500000.0,5000.0
2073,شرقية,4,1,5,20.0,0,0,0,1,1,1,1,1,1,300,0,1,0,1,1,0,طويق,غرب الرياض,1200000.0,4000.0
2074,شرقية,1,2,5,20.0,0,0,0,1,0,1,0,0,1,200,0,0,0,0,0,1,طويق,غرب الرياض,1100000.0,5500.0
2075,جنوبية,5,2,5,20.0,1,0,0,0,1,1,0,1,1,280,0,1,0,0,0,0,الدار البيضاء,جنوب الرياض,1150000.0,4107.142857
2076,شمالية,5,2,5,20.0,1,0,0,1,1,1,1,1,0,375,2,1,0,0,0,0,طويق,غرب الرياض,1650000.0,4400.0
2077,شمالية شرقية,5,4,5,25.0,1,0,0,1,1,1,1,1,0,352,1,0,0,0,0,0,Unknown,جنوب الرياض,1400000.0,3977.272727
2078,شرقية,5,2,5,20.0,1,0,0,1,1,1,1,1,0,320,2,1,0,0,0,1,بدر,جنوب الرياض,1200000.0,3750.0
2079,شرقية,5,2,5,20.0,1,0,0,1,0,1,0,1,1,220,0,0,0,0,0,0,طويق,غرب الرياض,1070000.0,4863.636364
2080,شرقية,5,5,5,20.0,1,0,0,1,1,1,1,1,0,525,3,1,1,1,0,1,ظهرة لبن,غرب الرياض,3520000.0,6704.761905
2081,غربية,5,3,5,21.0,1,0,0,1,1,1,1,1,0,300,1,0,0,0,0,0,طويق,غرب الرياض,1250000.0,4166.666667
2082,جنوبية,5,3,5,15.0,1,0,0,1,1,1,1,1,1,210,0,1,0,0,0,0,المنصورية,جنوب الرياض,780000.0,3714.285714
2083,شمالية غربية,5,3,5,18.0,1,0,0,1,0,1,0,1,0,200,0,1,1,0,0,0,طويق,غرب الرياض,1150000.0,5750.0
2084,غربية,4,5,5,18.0,1,0,1,1,1,1,1,1,0,300,2,1,0,0,0,0,الملك خالد الدولي,شرق الرياض,1600000.0,5333.333333
2085,شرقية,6,2,5,21.0,1,0,0,1,1,1,1,1,0,260,0,1,0,0,0,0,بدر,جنوب الرياض,1000000.0,3846.153846
2086,غربية,4,1,4,20.0,1,0,0,0,1,0,1,1,1,250,0,1,0,0,0,0,الرمال,شرق الرياض,1450000.0,5800.0
2087,جنوبية,5,3,5,18.0,1,0,0,1,1,1,0,1,0,250,1,1,0,0,0,0,طويق,غرب الرياض,1170000.0,4680.0
2088,شرقية,4,2,5,20.0,1,0,0,1,1,1,1,1,0,312,1,1,0,1,0,0,طويق,غرب الرياض,1450000.0,4647.435897
2089,جنوبية شرقية,4,2,5,21.0,0,0,1,1,1,1,0,1,1,400,0,1,0,0,0,0,عكاظ,جنوب الرياض,1400000.0,3500.0
2090,غربية,4,2,4,20.0,0,0,0,0,1,1,1,1,1,200,0,1,1,0,0,0,ظهرة لبن,غرب الرياض,1400000.0,7000.0
2091,شمالية,5,2,5,15.0,1,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,طويق,غرب الرياض,1150000.0,4600.0
2092,شرقية,3,3,3,17.0,0,0,0,1,1,1,0,1,1,235,0,1,0,0,0,0,بدر,جنوب الرياض,900000.0,3829.787234
2093,شمالية,3,1,5,20.0,0,0,0,1,1,1,0,1,0,360,0,0,0,0,0,0,طويق,غرب الرياض,1180000.0,3277.777778
2094,شمالية,4,3,5,15.0,1,0,1,0,1,1,0,1,0,290,1,1,0,0,0,0,Unknown,غرب الرياض,1600000.0,5517.241379
2095,جنوبية,5,2,5,15.0,1,0,0,1,1,1,1,1,0,360,2,1,0,1,0,0,طويق,غرب الرياض,1450000.0,4027.777778
2096,شمالية شرقية,4,2,3,10.0,1,18,1,0,1,1,1,1,0,340,0,1,0,0,0,0,الملك فهد,شمال الرياض,1850000.0,5441.176471
2097,غربية,2,1,4,15.0,1,0,1,0,0,1,1,1,0,350,1,1,1,0,0,0,العارض,شمال الرياض,3300000.0,9428.571429
2098,جنوبية,4,3,5,12.0,1,33,1,0,1,1,1,1,0,875,0,1,0,0,0,0,الملك فهد,شمال الرياض,3000000.0,3428.571429
2099,شمالية,4,1,3,15.0,1,3,1,0,1,1,1,0,0,357,0,1,0,0,0,0,النرجس,شمال الرياض,3500000.0,9803.921569
2100,جنوبية,5,2,5,20.0,0,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,ظهرة لبن,غرب الرياض,1100000.0,5500.0
2101,شرقية,4,2,4,20.0,1,0,0,0,1,1,0,1,1,280,0,1,0,0,0,0,الدار البيضاء,جنوب الرياض,930000.0,3321.428571
2102,شرقية,4,2,5,15.0,0,6,0,1,1,1,0,1,0,386,0,0,0,0,0,0,طويق,غرب الرياض,1320000.0,3419.689119
2103,شمالية شرقية,5,2,5,25.0,1,0,1,1,1,1,1,1,0,1000,0,1,1,0,1,0,الملقا,شمال الرياض,16000000.0,16000.0
2104,شمالية,5,2,5,15.0,1,10,1,0,1,1,1,1,0,325,0,1,0,0,0,0,قرطبة,شرق الرياض,3000000.0,9230.769231
2105,جنوبية,5,2,5,19.0,1,20,1,1,1,1,1,1,0,337,0,1,0,0,0,0,الملز,شرق الرياض,1150000.0,3412.462908
2106,جنوبية,4,3,3,15.0,1,0,0,1,1,1,0,1,1,250,0,1,0,0,0,0,طويق,غرب الرياض,1150000.0,4600.0
2107,جنوبية,4,1,3,30.0,0,0,0,0,1,1,0,1,1,300,0,0,0,0,0,0,بدر,جنوب الرياض,619000.0,2063.333333
2108,شمالية,3,2,3,15.0,0,0,1,0,0,1,0,0,0,429,0,1,1,0,0,0,الياسمين,شمال الرياض,5200000.0,12121.21212
2109,شرقية,4,3,5,15.0,1,0,0,1,1,1,1,1,0,375,2,1,0,0,0,0,طويق,غرب الرياض,1650000.0,4400.0
2110,شمالية,5,2,5,15.0,1,6,1,0,1,1,1,1,0,577,2,1,0,0,0,0,قرطبة,شرق الرياض,3400000.0,5892.54766
2111,شرقية,5,2,5,15.0,0,0,0,1,1,1,1,1,1,250,0,0,0,0,0,0,طيبة,جنوب الرياض,850000.0,3400.0
2112,شمالية,4,2,5,20.0,1,0,0,1,1,1,0,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1150000.0,3833.333333
2113,جنوبية,5,2,5,20.0,1,0,1,1,1,1,1,1,1,240,0,1,0,0,0,1,طويق,غرب الرياض,1050000.0,4375.0
2114,شمالية,4,2,4,20.0,0,0,0,0,1,1,0,1,1,200,0,1,1,0,0,0,المهدية,غرب الرياض,1500000.0,7500.0
2115,شرقية,4,4,5,20.0,0,0,0,1,1,1,1,1,0,420,3,0,0,0,0,0,طويق,غرب الرياض,1400000.0,3333.333333
2116,جنوبية غربية,2,3,5,15.0,0,13,0,0,1,1,0,1,1,335,3,0,0,0,0,0,عرقة,غرب الرياض,2300000.0,6865.671642
2117,جنوبية,4,3,4,20.0,0,0,0,1,1,1,0,1,1,212,0,1,0,0,0,0,بدر,جنوب الرياض,950000.0,4481.132075
2118,شمالية شرقية,4,1,5,20.0,1,0,0,1,1,1,1,1,0,390,2,1,0,0,0,1,طويق,غرب الرياض,1800000.0,4615.384615
2119,شرقية,5,3,5,18.0,1,0,0,1,1,1,1,1,0,312,1,1,0,0,0,0,الحزم,غرب الرياض,1250000.0,4006.410256
2120,شمالية,5,3,5,18.0,1,0,0,0,1,1,1,1,0,250,1,1,0,0,0,0,الرمال,شرق الرياض,1500000.0,6000.0
2121,شمالية,5,3,5,21.0,0,0,1,1,1,1,1,1,0,375,2,1,1,1,0,1,النهضة,شرق الرياض,2500000.0,6666.666667
2122,جنوبية,5,2,5,20.0,0,0,1,0,1,1,0,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1000000.0,5000.0
2123,شمالية,5,3,5,20.0,1,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,980000.0,4900.0
2124,جنوبية,3,1,3,15.0,1,0,1,0,0,1,1,1,0,387,2,1,0,0,0,0,النهضة,شرق الرياض,2250000.0,5813.953488
2126,شمالية شرقية,4,2,5,18.0,0,0,0,0,0,1,0,0,0,335,0,1,0,0,0,0,المونسية,شرق الرياض,3200000.0,9552.238806
2127,شمالية,4,1,5,15.0,0,0,0,0,0,1,1,1,0,335,2,0,1,0,0,0,المونسية,شرق الرياض,2300000.0,6865.671642
2128,جنوبية,4,3,4,15.0,0,0,0,0,0,1,0,0,0,450,2,0,0,0,0,0,النرجس,شمال الرياض,4500000.0,10000.0
2129,جنوبية,3,1,3,15.0,1,0,1,0,1,1,0,1,0,210,0,1,1,0,0,0,العارض,شمال الرياض,2400000.0,11428.57143
2130,شمالية شرقية,5,3,5,20.0,1,25,1,0,1,1,1,1,0,1100,0,1,0,0,1,0,الروضة,شرق الرياض,3900000.0,3545.454545
2132,شرقية,5,3,5,15.0,1,0,0,1,1,1,0,1,1,300,0,1,0,0,0,0,بدر,جنوب الرياض,950000.0,3166.666667
2133,شمالية,4,2,5,20.0,0,0,0,1,1,1,0,1,0,375,2,1,0,1,0,0,طويق,غرب الرياض,1550000.0,4133.333333
2134,شمالية غربية,3,1,4,18.0,0,0,1,1,1,1,1,1,0,425,2,1,0,0,0,0,الملك خالد الدولي,شمال الرياض,1500000.0,3529.411765
2135,جنوبية,4,2,4,20.0,0,0,1,0,0,1,1,1,0,272,0,1,1,0,0,0,العارض,شمال الرياض,2600000.0,9558.823529
2136,غربية,4,3,4,15.0,1,0,0,1,1,1,1,1,0,360,2,1,0,0,0,0,طويق,غرب الرياض,1500000.0,4166.666667
2137,شمالية,4,1,5,15.0,1,0,1,0,1,1,1,1,0,400,0,1,1,0,1,0,النرجس,شمال الرياض,5000000.0,12500.0
2138,غربية,4,3,4,15.0,1,5,1,0,0,1,1,1,0,450,2,1,0,0,0,0,النرجس,شمال الرياض,3300000.0,7333.333333
2139,شرقية,4,2,2,18.0,1,0,1,0,0,1,1,1,0,250,0,1,1,0,1,0,الملقا,شمال الرياض,3600000.0,14400.0
2140,شمالية,4,2,5,20.0,1,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,طويق,غرب الرياض,1150000.0,4600.0
2141,جنوبية,4,5,5,15.0,1,0,0,0,0,1,1,1,0,420,2,1,0,0,1,0,النرجس,شمال الرياض,4200000.0,10000.0
2143,شمالية,4,2,4,20.0,0,0,0,1,1,1,0,1,0,375,1,1,0,0,0,0,ظهرة لبن,غرب الرياض,1650000.0,4400.0
2144,جنوبية,5,2,5,21.0,0,0,0,1,0,1,0,1,1,200,0,0,0,0,0,0,طويق,غرب الرياض,1100000.0,5500.0
2145,جنوبية,5,1,5,15.0,1,0,0,1,1,1,1,1,1,396,2,1,0,0,0,0,طويق,غرب الرياض,1530000.0,3863.636364
2146,شرقية,5,3,5,20.0,1,0,0,1,1,1,1,1,0,450,2,1,0,0,0,0,طويق,غرب الرياض,2100000.0,4666.666667
2147,جنوبية,4,1,5,21.0,1,0,0,1,1,1,1,1,1,300,0,0,0,0,1,0,عكاظ,جنوب الرياض,1075000.0,3583.333333
2148,شمالية,4,3,5,15.0,1,0,1,0,1,1,1,1,0,300,0,1,1,0,0,0,العارض,شمال الرياض,2500000.0,8333.333333
2149,شمالية شرقية,4,2,5,20.0,1,0,0,1,1,1,1,1,0,270,1,1,0,0,0,0,طويق,غرب الرياض,1300000.0,4814.814815
2150,شرقية,3,2,2,20.0,1,0,1,0,0,1,1,1,1,260,0,1,0,0,0,0,اشبيلية,شرق الرياض,2200000.0,8461.538462
2151,غربية,4,2,4,20.0,0,1,0,1,0,1,0,1,1,260,0,1,0,0,0,0,طيبة,جنوب الرياض,920000.0,3538.461538
2152,شمالية,3,3,5,15.0,1,0,1,0,1,1,0,1,0,325,0,1,1,0,1,0,الملقا,شمال الرياض,4500000.0,13846.15385
2153,جنوبية,5,2,5,20.0,1,0,0,1,1,1,1,1,0,210,0,1,0,0,0,0,بدر,جنوب الرياض,950000.0,4523.809524
2154,جنوبية,4,4,3,16.0,0,0,0,0,0,1,1,1,1,330,0,0,0,0,0,0,العارض,شمال الرياض,2700000.0,8181.818182
2155,جنوبية,5,2,5,15.0,1,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1050000.0,5250.0
2156,غربية,4,2,5,15.0,1,0,0,1,1,1,0,1,0,360,1,0,0,0,0,1,الحزم,غرب الرياض,1550000.0,4305.555556
2157,جنوبية,5,2,5,20.0,1,0,1,0,1,1,1,1,0,800,0,1,1,0,1,0,الملقا,شمال الرياض,10000000.0,12500.0
2158,شمالية,5,2,5,17.0,1,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,طويق,غرب الرياض,1150000.0,4600.0
2160,شرقية,5,5,5,20.0,1,0,0,1,1,1,1,1,1,260,0,1,0,0,0,0,عكاظ,جنوب الرياض,1051000.0,4042.307692
2161,شمالية,6,2,5,20.0,1,0,0,1,1,1,0,1,0,300,1,0,0,0,0,0,الرمال,شرق الرياض,1650000.0,5500.0
2162,شرقية,4,3,5,20.0,1,0,0,1,0,1,0,1,1,360,1,1,0,0,0,0,طويق,غرب الرياض,1370000.0,3805.555556
2163,شمالية,5,2,3,15.0,0,4,1,0,0,1,0,1,0,501,0,1,0,0,0,0,الياسمين,شمال الرياض,4250000.0,8483.033932
2164,شمالية,5,3,5,20.0,1,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1080000.0,5400.0
2165,غربية,5,3,5,16.0,1,0,0,1,1,1,1,1,1,350,0,0,0,0,0,0,طويق,غرب الرياض,1250000.0,3571.428571
2166,شرقية,4,3,5,20.0,1,0,1,0,1,1,1,1,0,324,0,1,0,0,0,0,النرجس,شمال الرياض,2850000.0,8796.296296
2167,شمالية غربية,4,2,2,15.0,1,0,1,0,0,1,1,1,0,350,0,1,1,0,0,0,الملقا,شمال الرياض,4600000.0,13142.85714
2168,شمالية,4,1,4,20.0,1,0,0,0,1,1,1,1,0,300,0,0,0,0,0,1,النهضة,شرق الرياض,1950000.0,6500.0
2169,جنوبية,4,3,3,15.0,0,0,0,1,1,1,0,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1000000.0,5000.0
2170,جنوبية,5,2,5,15.0,1,0,1,0,1,1,0,1,0,304,0,1,1,0,0,0,الياسمين,شمال الرياض,3200000.0,10526.31579
2171,شمالية,5,2,4,15.0,1,0,0,0,1,1,1,1,0,360,2,1,0,0,0,0,القادسية,شرق الرياض,1900000.0,5277.777778
2172,جنوبية,5,3,5,20.0,0,0,0,1,1,1,1,1,1,216,0,1,0,1,0,1,المهدية,غرب الرياض,1620000.0,7500.0
2173,شمالية,4,3,4,15.0,1,0,1,1,1,1,1,1,1,300,0,1,1,1,1,0,النرجس,شمال الرياض,2850000.0,9500.0
2174,شمالية,4,2,4,20.0,0,0,1,0,1,1,1,1,1,390,0,1,0,0,0,0,النهضة,شرق الرياض,2200002.0,5641.030769
2175,شمالية,5,1,5,21.0,0,0,0,1,0,1,0,1,0,407,0,0,0,0,0,0,بدر,جنوب الرياض,1010000.0,2481.572482
2176,شمالية,4,4,4,15.0,1,0,1,0,1,1,1,1,0,450,0,1,1,0,1,0,الملقا,شمال الرياض,5450000.0,12111.11111
2177,شمالية,4,2,3,15.0,0,0,1,0,0,1,1,1,0,360,0,1,1,0,0,0,القيروان,شمال الرياض,3400000.0,9444.444444
2178,شمالية,4,3,3,15.0,0,4,1,1,1,1,1,1,0,400,2,0,0,0,0,0,طويق,غرب الرياض,1300000.0,3250.0
2179,شمالية,4,1,5,20.0,0,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,العريجاء الغربية,غرب الرياض,960000.0,4800.0
2180,جنوبية,4,2,5,15.0,1,0,1,0,0,1,1,1,0,336,1,1,1,0,0,0,العارض,شمال الرياض,2800000.0,8333.333333
2181,شمالية,4,3,4,25.0,0,15,1,0,1,1,1,1,0,790,0,1,0,0,0,0,الوادي,شمال الرياض,3500000.0,4430.379747
2182,جنوبية,4,3,5,20.0,0,0,0,0,0,1,0,1,1,240,0,1,0,0,0,0,المهدية,غرب الرياض,1600000.0,6666.666667
2183,جنوبية غربية,5,3,5,20.0,1,1,1,0,0,1,1,0,0,552,4,1,1,0,1,0,العارض,شمال الرياض,4100000.0,7427.536232
2184,شرقية,4,2,5,20.0,1,0,1,0,1,1,0,1,1,200,0,1,1,0,0,0,النرجس,شمال الرياض,2650000.0,13250.0
2185,جنوبية,4,1,4,15.0,1,0,1,0,0,1,1,1,0,312,1,0,1,0,0,0,المونسية,شرق الرياض,2200000.0,7051.282051
2186,شمالية,6,1,5,20.0,1,0,1,0,1,1,1,1,0,1000,0,1,1,0,1,0,حطين,شمال الرياض,15000000.0,15000.0
2187,غربية,6,4,5,18.0,1,0,0,0,1,0,1,1,0,390,1,1,1,0,0,0,المونسية,شرق الرياض,3100000.0,7948.717949
2188,شمالية,3,3,4,25.0,1,0,1,0,1,1,1,1,0,1700,0,1,1,0,1,0,الملقا,شمال الرياض,25000000.0,14705.88235
2189,جنوبية,3,1,3,26.0,0,10,1,0,0,1,1,1,0,394,3,1,0,0,0,0,الرمال,شرق الرياض,2000000.0,5076.142132
2190,جنوبية,1,5,5,15.0,0,0,0,0,0,1,0,0,0,300,0,0,0,0,0,0,الجنادرية,شرق الرياض,1370000.0,4566.666667
2191,شمالية,5,3,5,20.0,1,0,0,0,1,1,1,1,0,345,1,1,0,0,0,0,عكاظ,جنوب الرياض,1150000.0,3333.333333
2192,شمالية,5,4,4,20.0,1,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1130000.0,5650.0
2193,شمالية,5,3,5,20.0,1,0,1,0,1,1,1,1,0,360,0,1,1,0,0,0,الملقا,شمال الرياض,4500000.0,12500.0
2194,شمالية,5,2,5,18.0,0,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1050000.0,5250.0
2195,شمالية,4,3,5,20.0,0,0,0,0,0,1,1,1,1,200,0,1,0,0,0,0,المهدية,غرب الرياض,1550000.0,7750.0
2196,شرقية,4,-1,4,20.0,1,0,1,0,1,1,1,1,0,450,0,1,0,0,1,0,الملقا,شمال الرياض,5700000.0,12666.66667
2198,شمالية,4,2,5,15.0,0,0,0,1,1,1,0,1,1,200,0,0,0,0,0,0,الحزم,غرب الرياض,900000.0,4500.0
2199,شمالية,4,2,4,15.0,1,0,1,0,1,1,1,1,0,450,0,1,1,0,1,0,الملقا,شمال الرياض,4900000.0,10888.88889
2200,شمالية,4,5,5,30.0,0,0,1,1,1,1,1,1,1,300,0,1,0,0,0,0,الشفا,جنوب الرياض,890000.0,2966.666667
2201,شمالية,3,1,4,20.0,0,0,0,0,0,1,0,1,0,300,0,0,0,0,0,0,Unknown,غرب الرياض,1070000.0,3566.666667
2202,شرقية,4,2,4,30.0,0,35,0,0,1,1,1,1,0,500,0,0,0,0,0,0,السلام,شرق الرياض,1600000.0,3200.0
2203,جنوبية شرقية,5,2,5,20.0,1,0,0,1,0,1,0,1,0,270,1,1,0,1,0,0,طويق,غرب الرياض,1300000.0,4814.814815
2204,شمالية غربية,5,2,5,15.0,0,3,1,0,1,1,1,1,0,300,0,1,1,0,0,0,العارض,شمال الرياض,2500000.0,8333.333333
2205,شمالية,5,1,5,18.0,1,0,1,0,1,1,1,1,0,504,0,1,1,0,1,0,الملقا,شمال الرياض,5700000.0,11309.52381
2206,شرقية,5,2,5,1.0,0,0,1,0,0,1,0,0,0,500,30,1,1,0,1,1,العارض,شمال الرياض,3800000.0,7600.0
2207,شرقية,5,2,5,20.0,0,0,0,1,1,1,1,1,0,250,1,0,0,0,0,1,طويق,غرب الرياض,1250000.0,5000.0
2208,شرقية,5,2,5,20.0,1,0,1,0,1,1,1,1,0,900,0,1,1,0,1,0,العارض,شمال الرياض,8000000.0,8888.888889
2209,شرقية,4,3,5,20.0,1,0,0,1,1,1,0,1,1,275,0,1,0,0,0,0,بدر,جنوب الرياض,950000.0,3454.545455
2210,شرقية,4,2,3,20.0,0,0,0,0,1,1,0,1,0,375,1,1,0,0,0,0,الحزم,غرب الرياض,1500000.0,4000.0
2211,جنوبية,5,2,5,15.0,0,0,1,0,0,1,1,1,0,360,0,1,1,0,1,0,الملقا,شمال الرياض,4300000.0,11944.44444
2212,شرقية,5,2,5,20.0,0,0,0,1,0,1,0,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1180000.0,3933.333333
2213,شمالية,4,1,4,15.0,1,0,1,0,0,1,1,1,1,300,0,1,0,0,1,0,النرجس,شمال الرياض,2850000.0,9500.0
2214,شمالية,5,3,5,20.0,0,0,0,1,1,1,0,1,1,325,0,1,0,0,0,0,عكاظ,جنوب الرياض,1170000.0,3600.0
2215,شرقية,4,2,4,17.0,1,0,0,1,0,1,1,1,0,375,2,0,0,0,0,0,طويق,غرب الرياض,1650000.0,4400.0
2216,شمالية,5,1,4,20.0,1,0,1,0,1,1,1,1,0,375,2,1,0,0,0,0,الرمال,شرق الرياض,2200000.0,5866.666667
2217,جنوبية,4,2,4,15.0,1,0,0,0,1,1,1,1,0,386,1,1,1,0,0,0,العارض,شمال الرياض,3500000.0,9067.357513
2218,شمالية,4,4,4,16.0,0,12,1,0,1,1,0,1,0,370,1,1,0,0,0,0,الوادي,شمال الرياض,2500000.0,6756.756757
2219,شرقية,5,4,5,26.0,1,0,1,1,1,1,1,1,1,281,0,1,0,0,0,0,الحزم,غرب الرياض,1050000.0,3736.654804
2220,جنوبية شرقية,4,2,3,20.0,1,0,0,0,1,0,1,1,0,250,0,0,0,0,0,0,الزهرة,غرب الرياض,1400000.0,5600.0
2221,شمالية,5,1,5,20.0,1,0,0,0,1,1,1,1,1,250,0,1,0,0,0,0,الحزم,غرب الرياض,970000.0,3880.0
2222,شمالية,3,4,5,15.0,1,6,1,0,0,1,0,1,0,250,0,1,1,0,0,0,العارض,شمال الرياض,2300000.0,9200.0
2223,شرقية,4,3,5,15.0,1,4,1,0,1,1,1,1,0,375,2,1,0,1,0,0,ظهرة لبن,غرب الرياض,2000000.0,5333.333333
2224,جنوبية,4,2,4,19.0,0,0,1,0,1,1,1,1,1,378,2,1,0,0,0,0,الرمال,شرق الرياض,1700002.0,4497.359788
2225,جنوبية,4,2,5,20.0,0,0,0,0,1,1,1,1,1,200,0,0,0,0,0,0,العريجاء الوسطى,غرب الرياض,1050000.0,5250.0
2226,شرقية,3,3,5,15.0,1,0,1,0,0,1,1,1,0,312,1,1,1,0,0,0,العارض,شمال الرياض,2500000.0,8012.820513
2228,شرقية,4,3,5,15.0,1,0,1,0,0,1,0,1,0,300,0,1,1,0,1,0,الملقا,شمال الرياض,3700000.0,12333.33333
2229,شرقية,5,2,5,20.0,0,0,0,1,1,1,0,1,0,300,0,0,0,0,0,0,طيبة,جنوب الرياض,1130000.0,3766.666667
2230,جنوبية,5,4,4,20.0,1,0,1,0,1,1,1,1,0,627,0,1,1,0,1,0,الملقا,شمال الرياض,7900000.0,12599.68102
2231,جنوبية,7,4,5,20.0,1,1,1,0,1,1,1,1,0,426,2,1,1,0,0,0,العارض,شمال الرياض,3900000.0,9154.929577
2232,غربية,5,2,5,20.0,1,0,0,1,1,1,1,1,1,450,2,1,0,0,0,0,طويق,غرب الرياض,2200000.0,4888.888889
2233,شمالية غربية,4,3,5,15.0,1,0,0,1,1,1,1,1,1,280,0,1,0,0,0,0,العريجاء الغربية,غرب الرياض,1450000.0,5178.571429
2234,شمالية,4,2,4,20.0,0,0,0,1,1,1,1,1,1,315,0,0,0,0,0,0,عكاظ,جنوب الرياض,1060000.0,3365.079365
2235,غربية,5,3,5,15.0,0,0,0,1,1,1,1,1,1,300,0,1,0,1,1,0,طويق,غرب الرياض,1130000.0,3766.666667
2236,جنوبية شرقية,5,3,3,20.0,1,0,0,0,1,1,1,1,0,260,0,1,1,0,0,0,النرجس,شمال الرياض,3200000.0,12307.69231
2237,جنوبية,4,1,5,15.0,1,0,1,0,0,1,1,1,0,312,1,1,0,0,0,0,المونسية,شرق الرياض,2200000.0,7051.282051
2238,شمالية,4,2,4,15.0,0,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,طويق,غرب الرياض,1150000.0,4600.0
2239,شمالية,4,2,3,15.0,0,0,0,1,1,1,1,1,0,250,0,0,0,0,0,0,شبرا,غرب الرياض,660000.0,2640.0
2240,جنوبية,3,1,5,20.0,0,0,0,1,1,1,0,1,0,450,0,0,0,0,0,0,Unknown,غرب الرياض,1250000.0,2777.777778
2241,غربية,4,3,4,20.0,0,0,0,0,1,1,0,1,1,300,0,1,0,0,0,0,عكاظ,جنوب الرياض,1030000.0,3433.333333
2242,شرقية,1,2,5,21.0,1,0,0,0,1,1,0,1,1,240,0,1,0,0,0,0,العزيزية,جنوب الرياض,830000.0,3458.333333
2243,جنوبية,4,2,5,15.0,1,0,1,1,1,1,1,1,1,260,0,1,1,0,0,0,النرجس,شمال الرياض,2300000.0,8846.153846
2244,غربية,5,1,5,18.0,1,0,0,1,1,1,1,1,0,450,2,0,0,0,0,1,نمار,غرب الرياض,2000000.0,4444.444444
2245,غربية,4,2,4,20.0,1,0,0,1,1,1,1,1,0,360,2,1,0,0,0,0,طويق,غرب الرياض,1400000.0,3888.888889
2246,شرقية,5,3,5,15.0,1,0,1,0,0,1,1,1,1,200,0,1,0,0,0,0,المونسية,شرق الرياض,1650000.0,8250.0
2247,شرقية,4,2,3,15.0,1,0,1,0,1,1,1,1,0,200,0,1,0,0,0,0,المونسية,شرق الرياض,1650000.0,8250.0
2248,جنوبية غربية,4,2,5,25.0,0,0,0,0,1,1,0,1,1,270,0,0,0,0,0,0,الحزم,غرب الرياض,1050000.0,3888.888889
2249,شرقية,4,2,5,15.0,0,30,0,0,1,1,1,1,0,625,0,1,0,0,0,0,النزهة,شمال الرياض,3500000.0,5600.0
